POW_SA2_CODE_2021,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
127011728,26,6,9,243,147,41,34,17,0,239,131,30,37,14,0,212,112,30,31,10,0,177,88,21,12,3,0,131,27,7,10,5,0,49,8,4,9,4,0,18,4,5,0,8,0,16,1682,275,249,105,24,2332
127011729,33,6,6,365,227,31,17,3,4,281,178,17,13,3,4,209,129,11,14,0,0,170,76,12,14,0,3,110,19,4,3,0,0,34,3,3,3,0,0,11,0,4,0,0,0,3,2364,235,224,54,24,2901
127021509,15,0,0,225,177,23,14,5,7,222,193,28,20,4,4,255,159,25,17,9,0,209,136,21,13,0,0,176,51,6,8,0,7,67,16,3,3,0,0,28,5,0,0,0,0,6,2054,194,174,29,26,2477
127021510,14,8,0,179,137,36,14,0,0,196,139,33,18,5,6,204,113,31,16,6,0,169,98,24,21,5,0,146,38,13,12,0,0,75,20,0,6,0,0,23,0,0,0,0,0,5,1382,248,173,38,15,1857
127021511,48,20,3,654,582,78,54,15,12,739,579,89,44,22,6,740,529,90,66,14,3,702,373,53,57,10,5,503,179,38,24,7,4,251,41,15,16,5,0,79,10,6,5,5,5,25,5247,570,436,145,54,6454
127021512,23,3,0,171,101,21,17,4,0,144,98,21,25,0,3,143,91,16,27,4,0,140,81,7,13,7,0,118,28,0,10,0,4,44,8,4,3,0,0,20,3,0,0,0,0,6,1090,126,185,35,15,1459
127021513,22,6,7,238,188,34,27,8,4,257,173,29,31,9,4,235,146,28,33,4,0,213,121,16,23,0,0,158,59,8,7,3,0,76,13,0,3,0,3,26,3,0,0,0,0,7,1818,218,198,51,29,2316
127021514,12,0,3,90,76,15,13,7,0,103,79,20,13,4,0,118,62,12,8,3,0,95,48,12,11,0,0,67,23,0,5,0,0,28,12,0,3,0,0,17,0,0,0,0,0,6,822,130,99,30,10,1081
127021515,29,8,3,441,369,64,35,3,4,477,374,51,50,8,4,495,300,47,45,10,0,407,235,48,45,11,4,339,99,26,20,0,0,155,29,18,10,0,0,61,8,4,3,4,4,27,4000,429,313,80,30,4848
127021516,24,9,3,157,123,21,31,3,0,179,115,22,17,4,0,165,99,13,24,0,0,141,78,13,19,0,0,116,30,6,4,0,0,40,10,6,0,0,0,16,0,3,0,0,0,4,1247,153,175,34,18,1614
127021517,18,5,3,318,266,7,10,4,0,288,238,17,20,0,4,278,232,14,17,0,0,268,157,7,8,0,4,180,73,8,0,0,0,84,21,0,0,0,0,21,4,0,0,0,0,7,3108,103,125,21,17,3376
127021518,14,5,0,642,532,33,33,3,0,604,558,52,35,5,6,653,429,35,31,7,3,507,313,23,23,4,3,372,107,22,17,4,3,144,30,14,5,3,0,50,11,7,4,7,0,21,4961,288,216,50,30,5549
127021519,31,0,6,389,301,53,20,4,3,378,286,51,32,6,9,384,287,37,35,7,0,370,184,39,28,6,0,266,69,18,14,5,0,107,20,10,0,4,0,38,8,0,0,9,0,16,2953,386,235,64,28,3664
127021520,12,3,4,153,166,11,16,3,3,199,130,7,12,3,3,156,135,8,7,0,0,155,122,6,14,3,0,145,38,6,7,6,0,53,15,0,6,0,0,24,4,0,0,0,0,9,1283,78,104,16,20,1502
127021521,49,12,15,2022,1736,156,51,10,13,1962,1784,175,28,12,9,2005,1608,181,40,9,12,1844,1179,133,32,5,9,1364,498,81,24,19,4,623,99,45,13,11,0,177,32,16,6,3,5,59,16374,1250,358,115,102,18200
127031522,9,11,3,351,325,39,20,3,0,390,265,32,27,5,4,330,245,26,14,5,3,284,161,32,26,7,4,230,73,15,15,0,0,103,14,12,7,0,0,34,12,0,6,0,0,16,3417,259,192,42,23,3937
127031523,58,16,4,1426,1242,147,59,16,8,1478,1214,129,64,13,9,1426,1047,139,60,17,8,1268,841,109,43,11,3,1007,304,57,15,5,0,386,105,33,4,10,3,161,30,14,7,3,3,59,11630,1045,456,144,75,13355
127031524,46,4,3,839,699,46,35,9,6,781,586,37,38,4,6,673,516,31,39,16,4,601,386,20,19,6,3,434,126,14,18,4,5,162,30,7,5,0,0,48,10,4,5,0,0,18,7241,302,288,56,37,7927
127031599,17,0,0,91,55,4,6,0,0,73,60,4,6,0,3,73,53,6,0,0,0,62,51,7,0,0,0,57,6,3,9,0,0,18,8,0,0,0,0,11,0,5,0,0,0,10,637,57,73,12,3,783
127031601,8,3,6,452,432,31,10,0,3,469,415,24,15,0,6,466,378,20,12,0,0,414,244,10,15,6,0,280,85,7,8,4,0,101,31,4,4,0,0,37,3,0,0,0,3,12,3910,170,108,18,22,4229
127031730,10,7,0,128,67,15,16,0,0,98,47,12,11,0,0,72,42,9,15,0,0,67,11,0,3,0,0,20,7,0,0,0,0,8,5,0,0,0,0,5,0,4,0,0,0,4,1083,133,100,23,3,1347
127031731,56,10,11,1734,1567,77,47,7,6,1703,1386,60,53,4,13,1516,1163,59,34,6,3,1262,901,38,32,9,8,984,399,26,30,0,0,465,93,19,11,0,0,125,41,8,5,0,0,56,15060,526,421,66,77,16149
127031732,21,4,3,289,219,23,11,0,0,264,176,17,18,6,6,214,169,15,5,3,0,194,118,14,8,0,4,145,65,3,7,6,0,77,18,0,0,0,0,22,3,0,0,0,0,8,2334,142,123,23,18,2637
127031733,43,7,3,1324,1141,118,34,10,6,1316,1019,107,59,10,4,1201,889,87,35,20,3,1036,626,58,19,0,10,718,241,28,8,5,0,284,53,12,6,4,6,81,19,13,0,0,3,33,10662,722,330,98,77,11873
128011529,54,4,5,304,225,77,55,12,3,368,188,56,56,6,4,318,200,50,56,12,0,325,169,38,31,9,3,251,72,29,19,4,5,122,26,11,15,3,0,57,12,4,9,0,0,25,2240,443,397,68,20,3166
128011530,84,11,4,893,731,159,80,18,0,989,671,116,65,14,5,880,590,91,58,14,0,753,478,84,56,8,5,637,198,48,38,14,0,296,60,29,15,10,0,121,40,15,9,7,0,67,8514,891,625,127,46,10203
128011531,45,12,0,604,431,112,41,7,3,589,471,98,54,5,3,637,429,85,52,11,0,580,338,64,34,19,0,455,131,52,24,14,0,221,41,31,10,14,0,107,9,30,9,6,3,56,5003,738,383,114,23,6271
128011602,57,6,0,1249,1109,165,82,7,3,1372,1004,140,73,16,0,1236,935,138,58,13,7,1144,672,78,47,14,10,822,323,70,28,16,5,437,114,28,15,5,0,169,26,19,18,6,0,74,10719,1082,565,113,55,12538
128011603,30,6,3,161,82,51,34,7,0,174,71,44,20,4,0,141,57,41,38,4,0,137,35,33,31,9,3,109,30,23,13,8,0,70,9,14,11,5,0,36,7,3,3,7,0,18,845,337,244,47,9,1483
128011604,72,8,4,769,517,122,96,19,0,755,446,134,78,16,6,681,417,122,75,16,9,642,263,92,69,22,5,446,132,59,49,11,0,261,58,53,29,15,0,152,29,18,14,0,3,62,5582,999,742,133,47,7503
128011605,8,0,0,43,25,18,8,0,0,50,19,22,8,4,0,54,24,16,15,3,0,54,17,17,12,4,0,51,5,3,7,4,0,15,0,8,0,0,0,11,0,0,0,0,0,0,212,110,77,12,4,416
128011606,20,0,0,123,94,37,24,3,0,155,131,52,25,9,0,214,97,40,24,4,0,167,78,26,23,9,0,139,41,16,9,3,0,70,10,4,3,0,0,21,0,8,8,0,0,16,1044,279,194,44,7,1564
128021533,19,0,0,154,129,19,11,0,0,169,116,21,12,5,0,152,128,27,14,5,0,173,88,14,12,4,0,119,28,3,5,5,0,43,8,4,5,0,0,19,0,4,0,0,0,9,1313,144,135,26,8,1631
128021534,24,0,0,127,70,26,11,3,0,108,79,42,19,3,0,153,81,44,15,5,0,149,78,36,29,6,0,148,36,20,25,3,0,78,9,3,4,0,0,19,0,5,3,0,0,12,848,271,197,35,4,1349
128021535,51,6,0,596,552,79,47,0,3,684,563,67,45,14,4,692,499,67,59,19,0,648,378,35,55,9,0,479,148,26,24,10,3,215,50,20,11,4,0,80,21,0,5,0,0,35,5116,446,432,75,28,6098
128021536,55,8,4,399,265,76,57,19,0,414,224,75,52,0,0,359,200,44,44,4,7,297,168,38,41,9,0,251,84,23,37,5,0,147,26,27,4,5,0,66,14,12,5,7,0,35,2525,480,439,67,14,3526
128021537,0,0,0,9,13,0,0,0,0,13,21,0,0,0,0,21,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,134
128021538,72,13,8,1188,1043,145,84,10,6,1294,941,153,78,10,0,1183,911,114,65,9,10,1117,639,100,43,12,5,800,312,49,38,4,3,409,80,31,25,17,0,143,28,20,7,10,3,62,10054,972,629,111,47,11813
128021607,59,5,0,365,264,56,58,5,0,376,229,43,60,11,0,338,251,28,46,7,0,321,158,25,29,8,0,228,71,13,20,0,0,115,25,16,7,5,0,51,11,9,5,0,0,19,2958,326,408,48,10,3758
128021608,18,5,0,92,69,18,21,3,0,112,45,11,9,4,0,72,43,18,11,0,0,72,32,5,13,5,0,53,15,7,5,0,0,23,4,6,3,4,0,19,7,0,5,0,0,10,502,98,134,22,0,759
128021609,6,0,0,23,20,15,3,4,0,42,20,16,4,0,0,49,20,7,12,6,0,40,15,10,0,0,0,26,0,3,3,0,0,10,3,3,0,0,0,3,0,0,0,0,0,4,167,69,45,12,0,296
197979799,0,0,0,4,4,0,5,0,0,6,6,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,24,3,10,0,0,39
199999499,4187,255,240,14821,7792,2280,4729,237,222,15263,7444,2133,4777,282,248,14883,6908,1874,5239,293,255,14569,5473,1335,4277,312,268,11667,2471,755,2291,266,193,5975,873,374,979,267,96,2589,379,210,466,335,90,1483,90064,16826,40388,2953,2402,152632
201011001,38,16,0,433,310,40,40,4,9,403,335,56,36,4,7,448,270,36,18,7,0,335,199,20,22,7,3,248,66,14,10,7,0,94,12,9,10,3,0,43,4,5,0,0,0,9,3433,319,287,64,29,4135
201011002,93,13,3,2043,1818,158,103,18,9,2106,1791,145,81,12,12,2042,1547,139,93,15,14,1811,1294,115,73,21,14,1521,477,69,48,8,5,612,118,32,20,8,4,183,33,15,10,11,6,78,18258,1018,741,125,119,20261
201011005,19,4,0,329,291,15,15,3,0,332,240,22,27,5,4,292,243,14,20,4,0,285,137,17,24,0,0,180,70,10,15,3,0,94,14,3,13,0,4,30,0,0,4,0,0,8,2534,138,161,29,15,2874
201011006,29,0,3,388,356,56,28,9,6,453,338,56,27,12,0,432,270,43,34,0,3,359,256,42,37,9,3,344,81,23,11,4,0,122,35,17,8,5,0,57,8,4,0,10,0,14,3854,394,297,47,24,4617
201011007,7,7,3,57,19,11,14,4,0,51,23,6,22,3,0,62,20,8,16,0,0,42,17,4,5,7,0,35,9,0,11,0,0,20,0,0,3,3,0,11,0,0,3,3,0,4,299,83,107,34,5,520
201011008,36,5,10,1092,1050,77,48,8,7,1186,963,83,48,11,7,1114,927,80,42,9,12,1072,635,55,35,19,10,748,233,31,28,8,7,310,64,16,12,6,0,101,19,7,8,6,6,34,9506,554,386,99,77,10619
201011481,19,4,0,223,204,32,25,5,4,264,200,32,26,8,0,262,192,23,34,7,0,254,156,20,27,3,5,218,50,12,17,7,4,88,24,4,6,3,0,38,0,4,4,0,0,16,2221,193,231,39,23,2712
201011482,26,6,0,236,172,34,40,10,0,255,175,39,27,6,5,249,185,35,44,9,4,272,135,26,34,8,5,206,44,18,22,4,0,88,17,14,3,5,0,38,7,3,5,3,0,17,1746,249,288,59,15,2365
201011483,24,6,0,308,250,26,35,3,0,314,210,16,18,3,4,254,183,23,20,8,3,232,156,14,30,6,0,204,57,8,13,3,0,81,14,3,6,4,0,28,0,3,5,6,3,16,2309,176,234,46,20,2793
201011484,24,3,3,260,218,20,25,4,0,271,248,22,16,3,0,294,236,17,22,8,4,285,153,17,22,4,4,194,77,4,8,0,0,99,26,0,6,0,3,34,4,0,0,3,0,12,2747,152,179,36,32,3148
201021009,20,6,0,172,114,19,21,7,4,162,147,17,23,0,3,195,143,20,30,10,0,205,104,20,24,13,6,166,48,6,9,11,5,79,9,5,13,8,0,37,5,6,10,10,0,32,1426,163,190,84,24,1882
201021010,26,11,3,199,163,33,41,4,8,246,137,21,26,9,5,197,161,35,29,17,7,250,115,17,57,19,4,217,43,15,28,3,0,95,16,7,17,10,0,54,5,10,15,19,7,50,1363,216,293,130,48,2051
201021011,69,14,7,357,218,43,84,14,5,360,287,69,104,10,12,482,258,62,84,21,6,437,190,55,82,27,7,368,89,35,66,12,4,209,26,28,44,16,6,115,3,10,31,23,5,73,2365,403,690,164,69,3694
201021012,15,10,0,113,61,38,15,9,0,123,44,34,17,7,0,105,63,41,31,11,4,147,38,18,28,13,0,90,15,7,13,10,0,52,6,7,12,9,0,38,8,7,17,10,4,44,634,208,182,98,15,1138
201031013,12,6,0,76,58,12,17,17,4,102,55,12,15,12,4,98,68,8,22,12,0,113,52,12,16,11,3,98,23,7,20,10,0,61,5,5,15,15,5,41,0,9,6,14,3,35,560,89,148,102,20,922
201031014,11,3,0,119,108,18,16,11,0,152,116,10,20,10,3,164,105,10,19,11,6,146,91,21,30,17,6,162,43,9,9,17,3,83,14,12,7,17,0,47,8,0,8,8,4,23,946,125,144,90,25,1327
201031015,14,0,0,75,45,15,16,7,0,81,44,3,10,12,0,67,32,7,9,15,6,63,39,6,13,3,0,62,11,9,17,4,0,43,3,0,8,4,0,16,0,6,8,6,0,26,421,68,124,58,7,675
201031016,18,0,5,283,323,24,30,6,4,386,330,30,25,0,0,386,381,26,15,4,8,438,259,19,24,4,8,318,121,14,17,8,7,163,31,7,11,6,0,58,13,8,4,3,5,28,3117,167,204,33,57,3582
201031017,14,3,0,87,53,12,10,3,7,80,62,19,14,13,0,111,62,11,23,12,6,111,28,16,24,7,5,88,26,10,29,11,3,79,8,8,14,5,0,32,4,5,7,13,0,33,522,115,159,72,22,891
202011018,78,6,11,2330,2140,149,75,16,6,2389,2007,122,71,13,12,2230,1936,95,106,12,22,2171,1451,84,72,9,14,1627,606,54,31,13,3,713,129,22,21,10,4,188,37,15,8,17,11,84,21023,897,677,128,127,22856
202011019,28,0,3,208,176,19,23,0,3,223,165,16,23,8,0,212,158,23,36,6,3,219,140,16,21,3,0,185,56,9,17,3,0,80,9,5,4,5,0,28,3,3,3,0,0,10,1871,129,231,36,24,2294
202011020,32,6,0,632,554,74,38,4,0,671,538,80,44,15,3,686,489,68,39,3,9,614,399,49,39,4,9,496,143,22,33,0,3,204,42,15,11,9,3,81,3,4,5,5,0,23,5870,494,342,66,45,6809
202011021,25,0,0,222,171,15,23,0,0,218,155,25,14,4,5,191,163,17,28,5,0,209,115,5,17,6,4,150,46,5,15,3,5,70,14,5,4,5,0,21,5,0,0,0,0,3,1568,123,176,20,10,1902
202011022,52,9,0,658,566,60,53,9,4,695,572,78,44,4,7,704,526,68,44,11,8,648,450,39,53,8,6,556,172,27,30,4,0,235,42,9,15,0,0,72,13,11,7,0,0,36,6193,450,439,76,44,7199
202011023,16,5,0,80,66,14,13,0,0,92,51,8,22,3,0,79,40,19,12,4,0,67,35,7,7,3,0,56,12,0,8,0,4,26,5,0,3,0,0,14,3,0,0,0,0,9,600,81,107,24,11,818
202011024,25,3,3,177,118,27,25,0,0,178,118,25,18,0,0,161,98,15,13,0,0,132,61,19,25,9,0,113,19,10,18,7,0,49,3,4,9,4,0,26,0,0,5,0,0,11,1106,170,194,37,13,1515
202011025,18,3,0,383,301,25,33,4,5,368,303,20,37,5,3,368,270,20,13,4,3,308,211,14,30,6,0,264,82,12,20,6,4,118,11,3,6,5,6,31,8,4,0,4,0,16,3353,160,246,56,31,3844
202021026,28,0,0,199,127,26,17,9,6,178,118,32,31,6,0,186,111,21,34,9,0,186,75,12,28,11,3,127,24,15,21,3,0,67,8,5,10,4,0,28,6,3,4,14,6,27,1416,159,213,64,29,1876
202021027,66,3,9,571,550,30,96,5,11,685,559,60,98,9,3,730,562,42,65,7,9,694,454,33,79,9,9,589,190,17,56,5,0,277,28,20,25,8,3,95,9,9,15,3,6,43,4889,309,635,80,63,5971
202021028,43,8,3,149,91,24,50,8,6,179,107,35,62,10,6,213,109,32,72,15,3,235,105,30,65,21,7,227,44,28,52,19,5,152,18,17,18,16,0,75,8,6,19,12,4,50,916,220,451,115,41,1747
202021029,11,6,0,121,103,10,15,7,0,137,112,14,22,4,0,149,96,9,19,6,0,136,82,16,31,6,4,135,46,4,10,15,4,78,14,9,9,9,0,37,0,4,8,13,4,29,982,97,152,68,26,1333
202021030,62,7,10,490,439,48,79,20,5,585,423,54,61,9,10,557,384,53,49,11,5,504,300,56,59,17,3,433,110,34,34,23,6,213,41,22,28,17,0,99,12,7,26,16,5,66,3897,374,500,141,54,4974
202021031,38,3,0,244,194,37,51,7,4,294,187,60,42,5,3,294,160,31,41,13,0,237,111,24,19,8,3,160,53,29,22,0,3,111,23,11,12,3,0,56,8,8,14,4,0,38,1698,271,288,51,30,2341
202031032,24,3,0,195,151,18,13,6,0,187,119,10,26,5,4,169,135,6,26,10,8,185,66,12,17,9,0,108,33,17,20,15,0,80,8,3,12,16,0,43,0,0,12,9,7,28,1278,112,171,89,21,1671
202031033,35,16,7,232,153,31,34,11,0,228,199,22,58,26,7,302,174,33,47,25,4,290,187,40,86,36,0,345,72,30,46,26,9,190,25,14,42,28,4,113,5,15,30,38,9,88,1594,260,437,244,61,2594
203011034,25,5,0,211,125,39,17,5,0,190,128,30,23,3,3,185,89,23,11,6,0,133,62,11,11,3,0,86,22,3,5,5,0,34,10,10,0,5,0,26,0,0,9,8,3,22,1384,200,167,43,10,1802
203011035,24,3,0,140,84,21,24,4,0,145,111,36,43,10,5,200,81,27,23,6,3,144,44,13,22,10,0,97,24,13,22,14,0,74,10,8,19,22,0,62,4,4,8,20,0,34,909,202,246,103,25,1494
203011036,31,7,0,146,101,29,26,10,3,172,88,28,31,5,0,150,103,34,42,11,6,191,70,36,50,17,3,182,32,3,25,22,0,86,14,8,34,19,3,76,7,0,16,21,4,53,981,205,306,135,27,1654
203021037,49,10,9,493,380,54,57,5,4,501,390,37,40,5,0,469,392,34,42,7,0,481,293,35,37,7,0,369,108,17,23,0,0,148,21,6,18,0,5,50,4,7,4,3,4,21,4495,333,450,56,26,5356
203021039,137,18,22,3877,3503,239,124,15,11,3893,3235,198,149,31,17,3635,2921,162,107,15,17,3227,2125,122,120,13,16,2398,881,94,60,8,13,1052,223,54,28,14,3,319,80,19,15,8,9,129,33173,1417,1125,174,179,36060
203021040,65,6,7,579,455,86,76,6,3,624,374,75,64,9,3,520,352,64,59,9,6,481,253,38,55,7,0,350,112,29,21,7,0,176,22,18,10,0,3,53,14,4,11,0,6,35,4706,529,572,77,42,5930
203021042,65,7,4,848,665,64,53,11,5,807,575,54,41,4,9,689,513,52,68,3,3,642,327,36,49,14,3,424,132,32,37,10,0,206,48,18,22,10,3,107,11,6,17,9,0,35,6070,426,484,81,41,7105
203021043,39,15,9,841,745,64,56,15,7,880,704,59,46,8,6,822,587,60,55,9,5,714,365,34,48,11,3,462,136,29,20,6,7,199,33,5,20,5,0,69,6,8,7,4,0,26,6934,417,444,95,66,7956
203021044,27,0,0,147,127,21,40,0,0,191,118,15,30,7,3,170,127,16,12,4,6,169,97,11,28,5,0,136,37,4,13,5,4,63,18,7,6,8,0,32,0,0,3,6,0,9,1659,149,238,46,17,2112
203021045,33,11,0,490,410,69,33,11,5,521,444,68,49,11,10,586,409,51,44,11,6,523,292,47,38,14,8,399,143,24,37,11,0,212,29,13,17,7,5,65,12,7,4,0,5,29,4436,435,378,87,46,5383
203021046,56,4,8,526,412,75,53,11,4,553,367,67,57,8,3,504,320,50,37,0,10,425,259,49,34,7,4,353,106,27,23,7,0,155,24,13,9,4,3,55,12,12,12,5,0,40,3999,488,421,48,36,4992
203021047,48,9,4,1235,1163,94,43,9,0,1316,1009,96,47,11,9,1174,975,89,55,9,4,1137,677,69,53,7,5,813,274,39,34,4,6,358,77,32,20,7,5,136,23,12,3,6,6,46,10768,708,466,90,63,12092
203021485,19,0,0,125,86,10,6,3,0,106,94,7,10,5,0,111,82,5,12,0,0,94,52,6,10,0,0,73,37,0,5,5,0,42,7,0,0,0,0,9,0,0,0,0,0,3,908,94,145,18,9,1177
203021486,26,4,3,675,564,39,21,7,6,629,597,38,24,4,6,668,522,36,25,8,6,585,375,24,23,5,4,424,130,14,14,0,0,163,36,4,12,0,0,53,7,3,0,4,3,25,5701,276,235,34,49,6297
203021487,73,13,4,584,448,74,51,11,0,591,425,63,59,9,3,549,403,46,46,12,5,509,299,30,40,0,0,372,120,23,24,6,3,170,29,5,12,5,5,57,16,0,3,0,6,22,6067,458,504,73,32,7139
203021488,12,0,3,330,357,18,7,0,0,384,318,22,16,4,4,363,286,19,21,4,0,331,194,14,15,0,0,227,86,6,7,0,0,99,22,0,3,0,3,29,4,3,0,0,0,13,3199,154,146,23,25,3542
203031048,42,8,4,314,242,34,41,6,0,325,192,39,43,5,0,277,231,36,47,6,0,313,164,27,45,7,0,250,68,13,24,6,0,116,23,15,18,11,0,66,6,4,5,12,3,30,2390,261,379,71,11,3117
203031049,30,5,5,160,138,39,31,11,0,215,112,42,36,5,5,202,145,51,47,4,0,248,173,41,40,10,0,270,63,28,36,11,4,136,28,9,24,3,0,55,4,6,6,5,0,27,1585,291,317,57,23,2284
203031051,13,3,0,145,96,13,35,3,6,156,109,27,23,3,3,171,95,25,32,8,3,156,99,34,49,11,0,192,54,21,28,8,0,114,17,7,17,4,0,43,4,0,7,4,5,19,1173,168,248,58,25,1676
203031052,20,8,3,179,149,18,25,5,6,202,155,26,27,4,0,214,177,29,29,14,0,246,140,22,28,9,8,211,63,34,28,9,4,138,25,12,16,8,0,57,12,10,9,6,0,34,1530,215,231,59,26,2057
203031053,138,25,9,869,513,145,124,25,8,805,463,123,124,10,4,723,354,107,89,15,8,572,260,64,71,14,0,406,113,41,47,10,0,208,28,35,21,4,0,83,17,9,15,9,0,48,5756,930,905,162,37,7788
203031489,45,5,7,246,130,36,37,7,4,212,97,32,32,5,0,167,102,33,23,5,0,159,69,35,18,3,5,130,31,14,13,8,0,69,9,4,12,4,0,26,4,5,3,4,0,16,1720,253,302,57,28,2354
203031490,69,12,12,472,373,78,110,16,7,582,319,92,64,11,10,493,298,55,55,13,7,435,233,53,53,15,16,364,116,40,34,21,0,212,30,19,22,12,0,84,18,16,7,12,0,53,3887,557,577,111,79,5213
204011054,20,3,10,247,231,17,31,5,0,289,194,34,43,9,3,289,218,32,29,15,5,299,204,37,40,17,5,309,84,20,36,10,5,159,28,18,31,22,4,100,12,10,26,20,4,76,2052,238,325,121,45,2777
204011055,19,8,10,193,125,24,23,11,4,182,147,25,26,10,7,209,155,25,54,16,6,256,150,23,41,22,4,240,96,16,52,49,4,216,25,8,39,38,0,119,5,3,35,35,5,82,1494,202,352,195,45,2281
204011056,43,9,7,465,416,42,50,9,6,527,408,47,42,12,0,514,352,50,49,13,6,467,249,45,22,8,0,332,99,18,24,14,4,157,38,13,13,9,6,83,10,11,13,7,0,33,3889,352,356,106,41,4740
204011057,44,17,3,410,291,61,53,14,9,430,315,67,55,18,13,466,314,63,54,18,8,462,312,50,61,32,8,461,148,34,72,28,6,272,51,10,26,38,0,124,15,0,23,22,3,64,3495,398,499,189,62,4652
204011058,18,7,0,137,134,18,10,10,0,175,130,16,22,4,0,181,128,23,21,10,3,177,118,24,27,11,7,185,60,15,15,12,3,101,21,15,16,5,0,55,6,5,21,19,0,54,1357,156,170,81,20,1796
204011059,20,3,5,266,281,15,21,3,3,338,277,30,22,6,0,333,291,15,15,0,0,324,220,13,27,0,0,269,105,16,14,5,7,146,28,8,8,4,0,47,11,5,0,4,0,13,2709,148,176,41,23,3100
204011060,3,3,0,172,170,14,15,12,3,211,179,14,9,5,5,211,179,9,9,9,4,210,108,16,20,11,6,151,47,3,27,12,0,93,13,7,20,15,0,52,4,4,10,12,0,30,1848,99,139,94,26,2213
204011061,0,0,0,5,4,0,0,0,0,8,0,0,3,0,0,4,6,0,4,0,0,11,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,10,0,0,38
204011062,17,6,0,93,74,12,22,3,5,114,86,23,28,12,9,149,88,10,40,12,3,148,67,21,21,11,3,121,31,11,13,10,0,70,15,9,16,5,0,46,6,0,23,23,3,58,729,117,207,93,22,1163
204021063,25,5,7,447,412,22,36,3,3,476,493,44,43,8,4,594,517,50,39,14,5,628,429,42,43,9,10,539,174,26,41,14,3,255,68,11,22,7,0,114,19,5,12,14,6,59,4406,279,352,86,57,5182
204021064,12,6,0,55,45,9,11,12,0,78,43,21,16,9,0,87,45,24,26,12,4,104,33,10,41,23,8,110,18,9,41,26,0,103,6,9,31,28,0,72,4,0,21,21,4,48,375,97,231,137,26,867
204021065,9,3,0,144,146,20,17,4,0,191,165,21,18,10,0,211,147,12,11,0,3,174,120,14,13,8,0,164,43,6,17,11,3,78,9,4,9,5,5,33,11,6,3,13,4,33,1209,102,139,69,18,1544
204021066,81,9,3,1070,1042,73,67,13,9,1206,1026,92,60,13,14,1211,974,69,62,11,7,1127,794,84,67,12,7,974,320,52,37,8,9,427,67,16,24,13,0,122,16,6,7,8,0,42,9504,622,574,111,81,10898
204021067,34,11,0,214,125,31,34,15,4,215,154,49,57,20,10,296,150,49,56,32,7,298,127,46,81,24,8,284,64,26,56,36,11,205,20,15,69,31,4,141,7,8,56,43,18,128,1505,316,518,247,72,2658
204031068,26,3,0,173,156,27,29,0,0,219,154,29,20,8,3,214,162,29,36,12,0,244,142,24,35,10,0,208,76,13,24,8,4,121,26,6,9,7,4,54,7,0,4,9,0,22,1418,163,224,66,16,1888
204031069,50,9,0,372,321,75,58,11,4,470,250,61,68,17,3,403,259,58,54,20,7,398,237,55,69,22,11,395,128,30,44,20,6,223,33,7,29,11,8,82,11,5,11,16,4,47,3566,406,474,149,54,4658
204031070,8,7,0,53,41,12,16,3,0,77,47,7,9,3,0,60,45,3,8,3,3,71,40,7,22,10,0,81,14,7,13,12,0,47,4,0,11,7,5,25,0,0,13,9,6,28,415,46,118,48,14,646
204031071,12,3,0,165,157,21,15,10,3,195,187,22,35,10,4,253,223,23,19,12,8,292,178,21,24,12,4,236,87,15,32,8,5,140,22,6,10,12,4,54,9,7,6,6,3,34,1623,155,183,79,35,2069
204031072,22,13,3,171,125,25,21,11,3,190,145,30,48,6,0,228,162,32,42,23,0,260,156,32,57,18,7,265,62,24,65,26,10,181,21,17,48,29,4,118,6,14,38,25,14,96,1433,204,403,168,46,2251
204031073,31,9,4,579,499,28,25,3,4,562,491,33,31,8,3,560,433,29,30,3,9,504,307,18,36,7,4,380,127,13,20,8,4,170,25,9,10,0,0,50,12,8,7,6,0,32,4655,219,269,50,35,5226
