POW_SA2_CODE_2021,P_75ov_EWFT,P_75ov_EWPT,P_75ov_EAFW,P_75ov_EHW_NS,P_75ov_Tot,P_Tot_EWFT,P_Tot_EWPT,P_Tot_EAFW,P_Tot_EHW_NS,P_Tot_Tot
209021526,11,12,0,0,27,2887,1559,181,111,4739
209031209,14,55,3,0,73,2948,3213,419,86,6668
209031210,0,3,0,0,3,292,314,30,6,642
209031211,3,10,0,0,18,470,318,57,17,858
209031212,9,16,0,0,28,586,508,67,18,1179
209031213,0,17,0,0,23,1091,925,128,25,2166
209031214,0,10,3,0,11,753,622,82,26,1482
209031215,3,19,0,0,28,1266,1395,175,36,2875
209041216,3,11,0,0,13,2786,1636,271,78,4768
209041217,3,3,0,0,12,704,1102,107,25,1932
209041220,3,12,0,0,22,2343,2789,381,109,5617
209041221,0,0,0,0,0,396,359,34,12,811
209041223,34,36,13,3,83,11962,4546,533,359,17393
209041224,7,13,0,0,23,1714,1653,178,78,3623
209041225,9,25,0,3,32,1224,1054,133,39,2459
209041431,0,3,0,0,8,752,623,75,36,1480
209041432,16,18,0,0,27,8498,5581,787,281,15155
209041433,3,0,0,0,3,2246,1170,128,98,3642
209041435,0,4,0,0,4,444,372,44,19,878
209041436,0,12,0,0,12,1702,1501,152,63,3415
209041437,0,0,0,0,0,1179,760,60,37,2036
209041527,0,0,0,0,4,1404,1039,131,53,2625
209041528,0,0,0,0,3,456,510,38,20,1025
209041529,0,7,0,0,11,572,690,56,31,1347
209041530,7,3,0,0,7,1736,942,80,72,2830
209041531,0,5,0,0,6,512,544,55,20,1129
209041532,0,5,0,0,5,716,572,78,16,1384
210011226,4,8,3,0,20,2619,1947,308,85,4961
210011227,0,8,0,0,11,3863,1447,371,118,5795
210011228,32,37,8,10,78,13707,4365,612,364,19052
210011230,6,8,0,0,5,1274,1007,142,44,2467
210011231,0,14,3,0,12,689,677,88,22,1470
210011533,0,11,0,0,12,642,831,69,46,1583
210011534,3,11,0,0,16,1149,1097,120,56,2424
210021232,10,14,0,0,27,2150,2010,225,81,4464
210021233,5,5,0,0,15,416,326,63,10,827
210021234,0,8,0,0,14,393,373,47,11,819
210021235,23,29,0,4,59,1157,956,133,56,2301
210031236,14,19,0,0,35,3258,1877,206,100,5440
210031237,4,6,0,0,11,1239,1048,113,67,2467
210031439,0,0,0,0,0,90,72,9,3,173
210031440,0,0,0,0,0,848,451,60,27,1382
210031535,0,4,0,0,4,1112,964,111,50,2238
210031536,0,7,0,0,6,722,684,89,25,1522
210031537,0,0,0,0,0,398,416,42,6,862
210031538,0,4,0,0,8,1227,1016,135,30,2401
210041240,6,10,0,0,20,1116,801,114,39,2068
210041539,0,0,0,0,3,251,186,24,7,467
210041540,6,19,0,0,22,3070,3032,385,87,6578
210041541,3,0,0,0,10,560,412,62,27,1061
210051242,6,16,6,0,29,7935,4096,562,261,12848
210051243,35,40,4,4,82,19033,6085,701,556,26381
210051245,3,11,0,0,20,2179,1685,235,86,4193
210051246,9,6,0,0,17,1555,1136,114,70,2879
210051247,0,0,0,0,0,362,435,45,39,884
210051248,13,6,0,0,22,9932,4287,1535,338,16084
210051250,0,7,0,0,12,3025,1067,145,98,4332
210051441,0,0,0,0,0,668,663,74,35,1437
210051442,0,3,0,0,3,794,746,71,47,1656
210051443,4,10,0,0,16,3239,1334,201,128,4897
210051445,0,4,0,0,4,1526,944,97,73,2642
210051542,0,0,0,0,0,294,224,30,10,560
210051543,0,0,0,0,0,1078,1558,173,80,2892
210051544,7,5,0,0,17,5520,2287,200,213,8221
210051545,0,0,0,0,0,380,509,49,30,971
211011251,31,49,10,3,95,9672,3329,431,205,13634
211011254,22,32,10,0,68,12846,3845,567,259,17517
211011255,3,0,0,0,7,369,293,39,7,706
211011256,6,6,0,4,12,3456,2114,232,64,5866
211011257,0,6,0,0,10,2287,745,78,50,3154
211011258,4,4,0,0,10,1628,783,90,41,2543
211011259,3,13,5,4,28,2041,2414,261,77,4792
211011260,10,28,3,3,40,3434,3772,544,122,7877
211011446,9,25,0,0,37,3712,2842,328,97,6973
211011447,5,22,5,4,29,1318,1343,132,29,2820
211011448,7,17,3,0,29,2833,2433,308,61,5638
211011449,0,7,0,0,8,250,283,32,4,569
211021261,5,38,0,3,46,1378,1344,111,41,2874
211021262,13,28,0,0,48,1055,1164,187,30,2438
211031263,13,30,6,4,50,6815,2563,315,167,9859
211031265,3,9,5,0,20,1108,941,99,26,2171
211031266,19,47,12,3,74,8261,6639,1073,212,16187
211031267,7,31,3,0,41,3118,2956,334,72,6475
211031268,0,18,0,0,18,587,817,73,22,1500
211031450,4,22,3,0,31,2191,1802,259,68,4317
211031451,3,22,0,0,24,1407,1704,151,45,3300
211031452,0,7,0,3,18,1971,720,61,38,2784
211041269,4,27,3,0,32,2333,2427,303,67,5137
211041270,8,36,0,0,42,4275,2669,288,91,7324
211041271,3,24,9,0,38,4126,2617,346,123,7205
211041272,0,18,0,0,24,1572,1108,91,43,2815
211041273,10,15,0,0,24,1052,1399,141,48,2631
211051274,0,8,0,0,14,1057,1097,153,23,2330
211051275,0,16,0,0,26,1741,1988,270,70,4075
211051276,10,28,3,0,45,2104,2215,442,85,4845
211051277,4,16,0,0,18,3054,1126,138,58,4381
211051278,10,32,3,4,47,5549,3967,604,171,10287
211051279,6,13,5,0,24,1193,879,135,37,2254
211051280,0,10,0,0,14,713,576,58,18,1371
211051281,0,22,0,5,28,1762,1897,200,59,3927
211051282,5,24,0,0,33,810,1008,207,28,2062
211051283,5,9,0,0,13,1044,1124,111,33,2316
211051284,0,10,0,0,10,710,938,100,20,1765
211051285,12,20,3,0,38,965,835,106,39,1938
211051286,10,17,0,0,27,1682,1627,242,103,3659
212011289,4,20,3,4,38,1571,1726,237,92,3625
212011546,3,20,0,0,25,2702,2255,281,82,5310
212011547,21,23,0,0,56,1487,1035,138,58,2723
212011548,18,31,9,3,62,1703,1248,160,62,3176
212011549,0,3,0,0,4,717,1084,100,43,1942
212011550,4,9,0,0,7,1615,847,124,58,2640
212011551,8,3,0,4,15,3529,1777,256,95,5659
212011552,7,13,0,0,15,3767,2253,283,125,6430
212021293,0,34,0,0,38,4973,4733,546,155,10402
212021295,0,11,0,0,10,1120,838,71,43,2071
212021297,14,32,3,6,53,8959,2784,350,227,12319
212021299,0,9,0,0,16,832,666,78,36,1616
212021453,0,3,0,4,10,664,557,49,42,1310
212021454,5,8,0,0,16,771,1071,118,39,1989
212021455,4,0,4,0,6,498,441,49,25,1022
212021456,10,22,0,6,43,4845,5589,848,193,11473
212021553,0,4,0,0,8,1119,1000,100,34,2256
212021554,0,5,0,0,3,544,799,83,17,1437
212031300,3,19,0,3,27,3816,3916,482,181,8398
212031303,9,10,0,0,21,1959,1150,142,60,3309
212031304,0,3,0,3,8,1915,1467,133,61,3578
212031306,0,7,0,0,11,1942,1305,157,78,3484
212031308,0,13,0,0,18,1140,777,90,32,2046
212031457,0,0,0,0,6,669,913,82,32,1701
212031458,0,3,0,0,9,877,699,78,32,1679
212031555,0,0,0,0,0,579,572,56,19,1226
212031556,0,0,0,0,0,980,646,55,43,1724
212031557,0,3,0,0,3,1475,1165,114,60,2818
212031558,6,0,0,3,5,714,572,97,20,1399
212031559,0,0,0,0,0,746,587,45,30,1413
212031560,0,0,0,0,3,532,505,58,19,1110
212031561,0,0,0,0,0,364,396,46,12,815
212031562,0,4,0,0,4,800,756,60,37,1650
212041309,5,12,0,0,20,2276,1187,130,55,3648
212041310,5,14,0,4,29,4698,1707,218,127,6754
212041312,0,6,0,0,7,1032,1028,112,58,2229
212041313,6,9,3,0,18,978,734,92,40,1842
212041316,9,7,0,0,15,3149,1113,159,84,4498
212041317,6,35,3,7,48,6161,4101,449,229,10938
212041318,0,5,0,0,9,589,595,60,33,1274
212041459,3,4,0,0,11,784,804,83,41,1709
212041460,9,9,0,0,14,1073,977,104,48,2206
212041563,23,44,0,6,75,10349,6631,927,353,18266
212041564,71,103,12,6,186,44755,10634,1386,1041,57819
212041565,13,18,3,0,40,4593,2567,322,132,7617
212041566,5,14,3,0,20,4572,1765,186,110,6628
212051319,9,25,0,0,31,2345,1765,225,77,4410
212051321,13,28,0,0,42,3113,1748,237,85,5179
212051322,10,40,3,0,55,4061,4601,581,164,9409
212051323,6,12,4,0,23,1329,1168,108,35,2635
212051324,14,42,0,5,60,9732,4161,476,189,14560
212051325,11,41,7,3,70,16879,5265,875,351,23375
212051326,27,35,10,6,76,6879,4346,550,200,11971
212051327,13,43,0,0,62,2101,2249,241,77,4667
212051567,19,48,4,8,89,15386,6065,742,351,22542
212051568,15,35,5,3,51,9676,5782,802,249,16511
213011328,6,0,6,0,3,1133,487,77,40,1736
213011329,0,0,0,0,0,449,435,59,27,972
213011331,0,9,0,0,9,360,368,38,18,789
213011332,6,3,0,0,7,931,1131,131,60,2254
213011333,0,5,0,0,5,394,354,43,27,814
213011334,4,10,0,0,14,1281,1127,104,80,2593
213011335,0,10,0,3,12,3455,2900,419,124,6899
213011336,12,26,4,0,44,4403,2870,361,187,7818
213011337,5,15,0,0,23,3180,1501,177,126,4984
213011338,11,10,0,0,19,8675,2712,347,278,12009
213011339,0,3,0,0,4,854,941,101,43,1933
213011340,3,7,0,0,8,1872,2765,458,92,5188
213011569,0,8,0,0,8,1630,1407,177,75,3281
213011570,3,7,3,0,17,9573,2956,400,255,13186
213021341,0,23,4,0,33,5619,2102,298,151,8166
213021342,0,5,0,0,3,880,1232,121,50,2280
213021343,6,18,3,4,38,8153,3437,493,221,12309
213021344,9,11,0,0,18,3329,1630,235,95,5283
213021345,0,0,0,0,0,185,172,21,9,390
213021346,12,35,0,0,48,3882,2648,366,107,7009
213031347,6,15,0,0,22,3423,2893,285,141,6746
213031348,12,22,5,3,39,9408,5590,791,290,16081
213031349,4,7,0,0,14,2190,3365,736,122,6411
213031350,0,6,0,0,6,696,712,73,13,1487
213031351,4,10,0,0,16,4151,1536,204,125,6012
213031352,0,11,0,0,12,3349,2221,265,95,5926
213041353,13,21,0,0,36,3439,2743,340,163,6690
213041358,0,5,0,0,3,1683,1978,296,101,4059
213041359,0,3,0,0,7,8464,3017,429,279,12185
213041360,0,4,0,0,3,956,1069,86,46,2153
213041461,0,0,0,0,0,266,401,32,23,724
213041462,0,0,0,0,0,252,201,27,9,489
213041463,0,6,0,0,6,1590,1824,207,49,3666
213041571,0,0,0,0,0,314,271,17,13,616
213041572,0,3,0,0,3,751,389,42,32,1208
213041573,0,0,0,0,0,189,145,18,3,356
213041574,0,0,0,0,0,597,322,42,25,985
213041575,0,0,0,0,5,776,643,82,36,1534
213041576,0,6,0,0,9,641,444,53,20,1161
213041577,6,9,0,4,16,3224,2237,328,135,5930
213041578,0,3,0,0,3,1068,962,85,35,2151
213051361,9,10,3,0,19,4686,3083,354,171,8297
213051362,0,9,0,0,14,1788,2728,458,106,5076
213051363,15,24,3,7,50,15966,4286,666,448,21361
213051368,15,27,5,4,47,6764,5004,660,243,12674
213051464,0,3,0,0,4,993,763,82,29,1866
213051466,0,0,0,0,0,1047,781,89,37,1961
213051467,0,8,0,0,10,1275,1153,157,54,2634
213051468,0,5,0,0,15,1172,835,100,45,2159
213051579,0,0,0,0,0,611,347,41,29,1026
213051580,0,9,0,3,5,2234,2602,311,86,5240
213051581,0,3,0,0,3,562,572,56,22,1205
213051582,0,0,0,0,0,395,418,31,33,878
213051583,0,0,0,0,4,1771,1763,203,99,3834
213051584,0,0,0,0,0,298,241,33,22,590
213051585,0,7,0,4,6,615,490,63,17,1182
213051586,6,4,0,0,7,9322,2807,351,314,12792
213051587,0,0,0,0,0,797,559,59,47,1464
213051588,4,0,4,0,8,1198,848,93,61,2193
213051589,0,0,0,0,0,416,327,22,17,786
213051590,0,3,0,0,3,611,878,79,29,1594
214011370,13,51,5,0,78,8912,4413,556,221,14105
214011371,22,50,9,3,83,8345,7786,1294,281,17699
214011372,0,9,0,0,12,1581,1849,246,68,3741
214011373,3,20,0,0,27,1297,1353,127,35,2809
214011374,5,18,3,0,20,2579,2364,272,93,5306
214011375,13,29,0,5,46,4118,2241,323,116,6799
214011376,0,7,0,0,7,844,633,75,29,1581
214021377,15,27,5,0,51,1726,1586,284,51,3648
214021378,21,48,3,3,77,1602,1491,335,80,3516
214021379,5,35,6,6,46,5665,3092,462,170,9396
214021381,18,41,5,0,69,1984,2093,217,56,4344
214021382,3,36,0,5,42,1424,1450,180,64,3118
214021383,12,47,15,0,76,2221,2288,513,110,5137
214021384,15,46,7,3,74,3068,3329,525,172,7091
214021385,16,39,0,0,51,4317,3210,408,144,8083
214021591,9,25,0,3,43,3894,2996,382,111,7389
214021592,8,39,4,0,49,2656,3484,516,103,6765
215011386,4,8,0,3,23,2333,1367,242,71,4014
215011387,22,19,7,5,50,747,347,56,37,1190
215011388,7,37,6,10,68,4806,3136,442,141,8524
215011389,20,18,0,3,51,828,331,46,22,1237
215011390,25,39,3,6,71,1735,897,124,54,2813
215011391,21,23,4,0,48,791,487,71,22,1373
215011392,15,23,3,4,50,2103,1276,248,87,3713
215011393,23,28,0,3,58,753,361,43,31,1185
215011394,25,39,0,4,75,1447,912,138,65,2556
215021395,4,6,8,4,17,1336,650,82,59,2129
215021396,4,4,0,0,14,734,396,47,37,1218
215021398,25,13,0,0,40,1441,569,76,67,2155
215021399,0,4,0,0,4,913,527,70,58,1565
215021469,16,24,3,8,56,7626,4040,632,309,12598
215021470,7,9,0,0,24,2098,1773,229,125,4231
215031400,17,27,7,10,57,1549,884,92,62,2593
215031401,27,28,3,8,64,1382,664,70,50,2167
215031402,8,8,0,0,18,924,650,97,36,1711
215031403,4,3,0,0,11,798,470,64,63,1392
215031404,8,15,3,8,32,3769,2216,324,138,6447
215031405,21,38,4,4,59,1527,610,82,77,2286
216011406,15,28,3,9,56,4825,3270,531,190,8813
216011407,23,30,3,10,66,2225,1416,191,131,3967
216011408,12,20,0,0,39,605,277,44,44,967
216011409,3,11,0,0,16,727,454,86,36,1305
216011410,11,15,4,8,38,880,414,70,31,1392
216021411,9,19,0,3,30,2104,1150,157,80,3490
216021412,12,6,3,3,26,441,184,28,28,677
216021413,19,24,9,11,67,2651,1419,190,134,4388
216021414,11,16,3,0,28,1402,1198,196,45,2847
216031415,3,13,0,0,14,910,727,113,35,1785
216031416,15,33,4,7,60,8942,4932,680,280,14831
216031418,24,22,3,0,54,982,356,50,44,1428
216031419,19,35,8,0,65,2627,1168,192,88,4079
216031593,8,9,6,0,17,1031,674,89,38,1830
216031594,6,22,3,9,39,3977,2612,409,174,7172
217011420,56,44,7,10,122,1668,939,130,79,2815
217011421,8,20,0,8,39,2923,1997,306,89,5315
217011422,4,15,4,9,38,2920,2027,322,106,5369
217011423,39,34,6,6,89,1490,757,94,61,2406
217031471,13,24,0,0,33,822,651,87,33,1598
217031472,9,20,0,0,41,4223,2676,412,138,7453
217031473,23,39,0,8,72,959,492,57,40,1549
217031474,21,22,0,3,50,1374,776,91,73,2313
217031475,40,26,3,8,76,2139,988,164,135,3425
217031476,7,16,3,3,31,645,677,153,33,1504
217041477,45,41,3,13,95,1521,676,98,81,2372
217041478,30,27,7,9,68,1888,1214,201,77,3381
217041479,3,10,4,3,23,2437,2063,288,73,4866
217041480,14,41,6,11,70,7486,5015,751,237,13485
297979799,0,0,0,0,0,160,17,19,0,194
299999499,211,784,215,83,1298,72156,52479,9454,3389,137478
301011001,3,6,0,0,13,1070,1214,240,36,2567
301011002,10,15,0,0,32,1213,817,149,43,2222
301011003,9,16,0,0,26,981,1252,192,37,2469
301011004,7,32,4,0,39,6047,4303,854,184,11392
301011005,0,0,0,0,0,263,161,31,11,472
301011006,4,9,0,0,16,923,887,233,26,2067
301021007,12,32,8,3,51,5146,3856,922,156,10078
301021008,0,7,0,0,11,873,756,135,29,1798
301021009,6,18,0,0,18,1547,1113,208,42,2908
301021011,8,8,0,0,15,1413,690,171,44,2319
301021012,9,8,0,0,23,1346,1069,207,45,2665
301021013,5,23,0,0,27,1620,2319,511,61,4511
301021550,0,6,0,0,12,345,336,98,23,806
301021551,0,17,5,4,26,357,528,96,25,1005
301031014,6,5,0,0,10,5922,1015,337,119,7398
301031015,0,6,0,0,12,945,855,234,24,2056
301031016,7,8,0,0,15,983,1068,205,17,2273
301031017,10,3,5,5,18,11148,2377,500,201,14225
301031018,0,18,0,0,19,2599,1129,296,66,4090
301031019,5,8,0,0,14,1699,699,136,36,2567
301031020,8,20,0,3,25,2036,1801,362,64,4270
301031021,5,14,0,0,24,4895,2166,396,104,7569
302011022,3,9,0,0,9,708,600,127,15,1454
302011023,3,8,0,0,9,474,323,50,12,861
302011024,3,11,0,0,17,1199,849,200,26,2267
302011025,0,6,0,0,12,893,999,253,25,2173
302011026,0,3,4,0,9,792,944,159,28,1922
302021027,9,22,0,0,37,2161,2272,427,50,4907
302021028,9,27,3,5,34,7560,6438,2164,189,16353
302021029,5,9,0,0,15,391,386,83,8,875
302021030,8,21,5,0,30,4933,1342,358,101,6735
302021031,5,6,0,0,13,2512,1561,305,67,4441
302021032,7,9,3,0,21,2741,1696,420,59,4917
302021033,0,4,0,0,6,423,466,71,12,971
302021034,0,8,0,0,6,750,634,141,14,1542
302031035,4,8,0,0,11,944,670,191,30,1829
302031036,20,16,10,3,50,14403,4549,1915,321,21187
302031037,11,27,3,7,43,10173,2069,671,168,13081
302031038,11,19,3,0,31,8403,2438,562,158,11554
302031039,9,10,6,6,28,6230,1989,404,130,8751
302031040,3,11,0,0,17,2498,1992,546,48,5084
302041041,6,11,0,0,17,1123,1086,229,27,2466
302041042,0,9,0,0,7,802,778,149,30,1760
302041043,0,3,0,0,3,527,431,89,17,1069
302041044,3,11,0,0,18,1475,1373,274,36,3151
302041045,0,12,0,0,10,760,987,190,46,1988
302041046,5,8,0,0,13,1465,776,166,38,2446
303011047,3,7,0,0,7,1076,1037,195,29,2345
303011048,0,6,0,6,8,3247,1840,379,77,5544
303011049,6,11,3,0,15,1260,1015,258,41,2575
303011050,0,3,0,0,7,511,485,79,18,1091
303011051,3,13,4,0,23,1665,2671,1019,69,5431
303021052,4,17,5,0,18,1198,1233,234,42,2703
303021053,4,15,0,0,30,3373,2415,499,100,6389
303021054,3,4,0,0,8,1387,730,170,31,2315
303021055,6,12,3,0,21,3599,2773,524,101,6996
303021056,0,0,0,0,3,852,748,133,29,1755
303021057,0,9,0,5,10,556,435,96,25,1115
303021058,10,22,0,3,36,9682,5314,1365,247,16601
303021059,10,16,0,0,37,2423,1348,322,57,4155
303031060,13,13,3,0,28,8424,2745,548,177,11896
303031061,6,7,0,3,14,761,797,223,41,1817
303031062,7,10,6,0,22,2972,1334,299,74,4674
303031063,5,13,3,0,21,2416,2199,386,47,5039
303031064,5,16,0,0,17,1736,1208,179,54,3178
303031065,7,20,8,0,39,5322,4074,1312,173,10878
303031066,0,14,0,0,18,717,829,107,36,1687
303041067,16,17,0,0,29,4860,1887,402,137,7293
303041068,9,9,0,0,18,1637,1007,183,49,2868
303041069,0,0,0,0,7,657,862,199,36,1757
303041070,8,17,0,3,24,5729,2097,451,130,8403
303041071,5,9,0,0,12,617,634,99,22,1375
303051072,0,0,3,0,6,425,458,94,29,1007
303051073,3,5,0,0,12,2662,1966,336,107,5069
303051074,6,10,0,3,24,6669,2266,388,187,9514
303051075,0,6,0,0,9,1794,1106,180,53,3126
303051076,27,46,5,4,80,19977,5030,1186,465,26668
303061077,3,4,0,0,9,378,418,50,14,867
303061078,0,7,0,0,8,821,946,159,32,1963
303061079,4,8,5,0,13,1122,1220,235,60,2645
303061080,7,19,0,0,27,1578,1803,313,77,3772
304011081,4,19,0,0,23,1094,1488,429,54,3059
304011082,0,6,0,0,6,496,567,137,19,1210
304011083,0,0,0,0,0,136,122,21,0,279
304011084,7,9,0,0,19,2597,1518,395,79,4587
304011085,0,5,0,0,5,140,133,19,0,292
304021086,4,9,0,0,13,561,687,149,20,1425
304021087,4,23,0,0,34,1037,851,208,26,2122
304021088,0,16,3,0,21,589,720,167,17,1501
304021089,0,13,0,0,11,414,338,77,10,837
304021090,6,27,5,4,36,936,1076,205,31,2246
304021091,3,6,0,0,10,774,475,90,9,1351
304031092,0,6,0,0,12,729,793,173,27,1722
304031093,3,7,0,0,15,1126,788,219,37,2182
304031094,6,31,4,0,44,3302,3421,1422,104,8247
304031095,3,13,0,0,14,791,601,130,24,1543
304031096,8,40,4,3,49,6091,3384,881,116,10476
304031097,0,18,5,0,20,987,770,153,17,1934
304041098,7,13,0,0,19,6130,1362,539,130,8159
304041099,0,0,0,0,0,18,6,6,0,31
304041100,0,0,0,0,7,689,1043,181,21,1931
304041101,3,6,0,0,13,1226,1515,425,43,3214
304041102,0,0,0,0,0,441,132,45,5,621
304041103,6,16,0,0,26,1243,1433,250,31,2954
304041104,0,5,0,0,7,817,747,146,23,1739
305011105,85,106,27,22,238,110325,24824,9568,1670,146393
305011106,18,28,0,9,53,19847,5489,2251,335,27914
305011107,3,10,0,0,8,337,318,39,12,708
305011108,4,25,0,0,31,1398,1197,258,43,2905
305011109,11,30,0,0,39,2074,1661,459,60,4248
305011110,11,27,4,6,45,20429,9036,2943,362,32771
305011111,23,45,9,0,75,7912,3729,801,134,12578
305011112,8,24,0,4,33,4480,2681,664,92,7916
305021113,0,0,0,0,0,437,303,73,15,820
305021114,7,14,0,0,19,1255,994,227,33,2504
305021115,5,7,3,0,20,2426,1010,257,49,3741
305021116,0,5,0,0,7,554,442,137,12,1144
305021117,0,18,3,3,22,4311,2100,450,93,6961
305021118,5,3,3,0,13,535,409,93,11,1048
305031119,6,15,0,0,20,3054,1278,417,59,4812
305031120,4,9,0,0,12,765,491,104,20,1387
305031121,3,24,3,0,30,947,811,179,24,1970
305031122,4,19,3,0,25,1299,1123,190,40,2659
305031123,0,5,0,0,5,404,407,98,18,926
305031124,4,15,3,0,26,1522,765,223,41,2544
305031125,3,16,0,0,24,2785,864,236,47,3940
305031126,16,14,4,0,34,11609,5907,1475,198,19190
305031127,4,4,0,0,3,682,791,150,20,1645
305031128,23,29,4,7,66,18272,4726,1469,282,24748
305031129,0,7,0,0,12,698,523,113,8,1345
305031130,9,9,5,0,23,2217,1258,257,48,3783
305031131,6,6,3,0,18,2407,1375,338,55,4181
305041132,12,19,5,0,28,1880,1709,375,51,4010
305041133,4,26,0,0,30,2007,1604,307,53,3965
305041134,4,12,0,0,17,827,782,148,16,1771
305041135,21,36,3,3,60,12695,4747,1376,202,19013
305041136,0,5,0,0,7,966,757,203,17,1945
305041137,11,31,0,0,51,5383,2546,746,102,8777
306011138,0,4,0,0,4,242,244,21,8,511
306011139,6,18,0,0,25,928,1080,103,27,2134
306011140,3,10,4,0,16,2009,1001,201,55,3267
306011141,0,0,4,0,8,1262,1368,121,49,2807
306011142,14,19,0,0,33,2565,2318,238,74,5206
306011143,4,10,0,0,12,336,365,34,10,742
306021144,0,5,0,0,5,718,545,52,20,1336
306021145,26,53,3,7,92,13533,8135,1266,356,23290
306021146,3,16,0,0,26,1116,1082,94,44,2338
306021147,0,4,0,0,9,1291,941,91,55,2378
306021148,14,7,0,6,31,1598,892,93,61,2650
306021149,0,7,0,0,10,478,428,30,13,949
306021150,0,0,0,0,0,0,0,0,0,0
306021151,0,3,0,0,5,725,639,64,27,1456
306021152,5,19,0,0,26,2628,1456,208,79,4366
306021153,3,5,0,0,4,381,574,51,16,1021
306021154,19,34,5,3,58,10264,3272,560,248,14345
306021155,0,5,0,0,5,285,265,32,9,591
306021156,3,4,0,0,12,750,697,79,22,1546
306021157,3,9,0,0,15,1521,837,98,39,2488
306031158,19,12,0,5,35,743,431,29,32,1228
306031159,7,24,3,3,42,2435,1653,161,117,4364
306031160,26,16,7,5,45,1538,731,66,89,2430
306031161,28,32,5,8,65,2698,1509,168,113,4482
306031162,0,0,0,0,0,0,0,0,0,0
306031163,0,0,0,0,0,245,138,18,14,414
306041164,12,21,0,4,34,1293,999,102,79,2476
306041165,9,16,0,6,38,1663,1530,175,69,3434
306051166,26,34,3,3,65,3162,2065,253,166,5643
306051167,9,7,0,4,27,750,525,63,50,1390
306051168,9,21,0,0,33,476,523,41,30,1077
306051169,33,33,0,0,70,1238,958,116,62,2374
306051170,28,19,5,0,52,2976,1609,221,124,4933
307011171,21,6,3,4,38,1461,543,70,76,2143
307011172,21,15,0,7,47,2977,1125,242,105,4454
307011173,10,15,0,0,24,1926,963,111,60,3057
307011174,23,11,5,3,37,1137,462,48,52,1694
307011175,37,30,3,9,75,2001,561,173,76,2800
307011176,12,16,0,4,33,3017,1085,271,98,4473
307011177,62,32,7,13,116,2008,558,184,89,2852
307011178,22,20,3,0,47,821,337,50,26,1233
307021179,48,43,0,7,98,1465,842,90,50,2449
307021180,29,26,4,4,61,3361,936,131,92,4520
307021181,16,17,4,4,38,1112,420,44,46,1625
307021182,15,12,3,8,40,1328,772,80,62,2238
307021183,46,43,8,11,107,5046,2381,390,159,7980
307031184,26,13,8,4,49,847,422,63,41,1373
307031185,33,24,0,3,62,705,410,41,36,1192
307031186,24,23,0,0,49,790,388,50,40,1265
307031187,11,10,0,6,21,1202,1159,130,51,2546
307031188,26,13,0,4,45,984,614,73,35,1711
307031189,27,23,3,7,62,4155,2702,314,145,7313
308011190,16,22,4,4,44,4703,886,418,174,6190
308011191,35,30,8,7,68,4332,884,377,171,5763
308011192,8,28,0,4,35,3778,2034,245,134,6193
308031205,8,10,0,0,17,1951,1468,152,71,3650
308031206,4,3,0,0,12,308,131,9,10,456
308031207,0,11,0,0,12,348,388,39,22,801
308031208,0,3,0,0,5,540,467,50,23,1073
308031209,0,3,0,0,3,782,216,54,24,1076
308031210,8,11,0,0,16,1497,849,138,61,2541
308031211,0,5,0,0,3,713,265,25,23,1029
308031212,0,0,0,0,3,169,162,23,16,370
308031213,0,13,0,3,17,1407,998,130,47,2582
308031214,0,8,0,3,6,2162,1274,179,61,3677
308031215,0,14,0,0,15,3977,1356,279,104,5710
308031216,0,5,0,0,5,934,634,81,33,1685
308031217,7,20,0,4,34,6211,2614,458,179,9466
308031218,10,0,0,5,16,574,183,29,20,796
308031219,11,18,0,5,26,648,348,41,26,1069
308031220,13,9,0,7,27,758,199,64,26,1044
308031221,0,0,0,0,0,34,4,0,0,40
308031222,5,13,0,0,15,3177,2201,367,99,5838
308031223,7,23,0,0,33,3118,2674,263,117,6167
308041528,77,47,6,7,132,4276,932,356,175,5736
308041529,5,7,0,0,12,1577,858,140,54,2629
308051530,13,13,0,3,33,814,756,60,33,1666
308051531,3,3,0,0,8,1768,980,154,63,2965
308051532,0,6,0,0,6,2251,278,142,56,2730
308051533,0,3,0,0,7,2058,1020,195,64,3342
308051534,10,15,0,4,26,4651,2116,330,123,7221
308051535,17,9,0,5,26,2926,815,184,95,4018
308051536,0,4,0,0,4,302,401,38,10,752
308051537,0,0,0,0,0,311,37,17,0,362
308051538,0,6,0,0,6,553,273,32,20,878
308051539,6,3,0,0,10,1394,1407,154,46,3003
309011224,0,16,0,0,18,1429,2059,891,87,4469
309011225,20,40,3,4,65,8191,4445,908,238,13783
309011226,3,12,3,0,20,2016,2054,375,68,4517
309011227,9,42,11,3,66,5213,3782,1349,212,10548
309011228,7,12,4,0,25,1265,1344,258,49,2912
309011229,7,14,5,0,16,1529,1248,291,47,3120
309021230,0,13,6,0,18,1504,1566,456,67,3591
309021231,4,16,10,3,35,3237,2987,717,130,7076
309021232,5,9,0,0,17,2049,1192,201,57,3502
309021233,3,9,4,3,20,1078,1376,231,58,2734
309021234,0,20,6,0,25,1899,1816,357,84,4152
309031235,10,33,6,4,54,4198,1821,325,98,6435
309031236,3,11,3,0,18,1949,1747,599,71,4362
309031237,3,14,0,0,17,910,587,93,28,1616
309031238,11,18,0,0,31,1431,1517,250,59,3257
309031239,6,20,10,0,30,939,743,140,42,1862
