POW_SA2_CODE_2021,FTS_None_Mng,FTS_None_Pro,FTS_None_TecTW,FTS_None_CoPSW,FTS_None_ClAW,FTS_None_SWks,FTS_None_MaOpDv,FTS_None_Lab,FTS_None_IDNS,FTS_None_Tot,FTS_1_15_Mng,FTS_1_15_Pro,FTS_1_15_TecTW,FTS_1_15_CoPSW,FTS_1_15_ClAW,FTS_1_15_SWks,FTS_1_15_MaOpDv,FTS_1_15_Lab,FTS_1_15_IDNS,FTS_1_15_Tot,FTS_16_24_Mng,FTS_16_24_Pro,FTS_16_24_TecTW,FTS_16_24_CoPSW,FTS_16_24_ClAW,FTS_16_24_SWks,FTS_16_24_MaOpDv,FTS_16_24_Lab,FTS_16_24_IDNS,FTS_16_24_Tot,FTS_25_34_Mng,FTS_25_34_Pro,FTS_25_34_TecTW,FTS_25_34_CoPSW,FTS_25_34_ClAW,FTS_25_34_SWks,FTS_25_34_MaOpDv,FTS_25_34_Lab,FTS_25_34_IDNS,FTS_25_34_Tot,FTS_35_39_Mng,FTS_35_39_Pro,FTS_35_39_TecTW,FTS_35_39_CoPSW,FTS_35_39_ClAW,FTS_35_39_SWks,FTS_35_39_MaOpDv,FTS_35_39_Lab,FTS_35_39_IDNS,FTS_35_39_Tot,FTS_40_Mng,FTS_40_Pro,FTS_40_TecTW,FTS_40_CoPSW,FTS_40_ClAW,FTS_40_SWks,FTS_40_MaOpDv,FTS_40_Lab,FTS_40_IDNS,FTS_40_Tot,FTS_41_48_Mng,FTS_41_48_Pro,FTS_41_48_TecTW,FTS_41_48_CoPSW,FTS_41_48_ClAW,FTS_41_48_SWks,FTS_41_48_MaOpDv,FTS_41_48_Lab,FTS_41_48_IDNS,FTS_41_48_Tot,FTS_49ov_Mng,FTS_49ov_Pro,FTS_49ov_TecTW,FTS_49ov_CoPSW,FTS_49ov_ClAW,FTS_49ov_SWks,FTS_49ov_MaOpDv,FTS_49ov_Lab,FTS_49ov_IDNS,FTS_49ov_Tot,FTS_NS_Mng,FTS_NS_Pro,FTS_NS_TecTW,FTS_NS_CoPSW,FTS_NS_ClAW,FTS_NS_SWks,FTS_NS_MaOpDv,FTS_NS_Lab,FTS_NS_IDNS,FTS_NS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_Inad_des_Tot,FTS_Tot_Tot,PTS_None_Mng,PTS_None_Pro,PTS_None_TecTW,PTS_None_CoPSW,PTS_None_ClAW,PTS_None_SWks,PTS_None_MaOpDv,PTS_None_Lab,PTS_None_IDNS,PTS_None_Tot,PTS_1_15_Mng,PTS_1_15_Pro,PTS_1_15_TecTW,PTS_1_15_CoPSW,PTS_1_15_ClAW,PTS_1_15_SWks,PTS_1_15_MaOpDv,PTS_1_15_Lab,PTS_1_15_IDNS,PTS_1_15_Tot,PTS_16_24_Mng,PTS_16_24_Pro,PTS_16_24_TecTW,PTS_16_24_CoPSW,PTS_16_24_ClAW,PTS_16_24_SWks,PTS_16_24_MaOpDv,PTS_16_24_Lab,PTS_16_24_IDNS,PTS_16_24_Tot,PTS_25_34_Mng,PTS_25_34_Pro,PTS_25_34_TecTW,PTS_25_34_CoPSW,PTS_25_34_ClAW,PTS_25_34_SWks,PTS_25_34_MaOpDv,PTS_25_34_Lab,PTS_25_34_IDNS,PTS_25_34_Tot,PTS_35_39_Mng,PTS_35_39_Pro,PTS_35_39_TecTW,PTS_35_39_CoPSW,PTS_35_39_ClAW,PTS_35_39_SWks,PTS_35_39_MaOpDv,PTS_35_39_Lab,PTS_35_39_IDNS,PTS_35_39_Tot,PTS_40_Mng,PTS_40_Pro,PTS_40_TecTW,PTS_40_CoPSW,PTS_40_ClAW,PTS_40_SWks,PTS_40_MaOpDv,PTS_40_Lab,PTS_40_IDNS,PTS_40_Tot,PTS_41_48_Mng,PTS_41_48_Pro,PTS_41_48_TecTW,PTS_41_48_CoPSW,PTS_41_48_ClAW,PTS_41_48_SWks,PTS_41_48_MaOpDv,PTS_41_48_Lab,PTS_41_48_IDNS,PTS_41_48_Tot,PTS_49ov_Mng,PTS_49ov_Pro,PTS_49ov_TecTW,PTS_49ov_CoPSW,PTS_49ov_ClAW,PTS_49ov_SWks,PTS_49ov_MaOpDv,PTS_49ov_Lab,PTS_49ov_IDNS,PTS_49ov_Tot,PTS_NS_Mng,PTS_NS_Pro,PTS_NS_TecTW,PTS_NS_CoPSW,PTS_NS_ClAW,PTS_NS_SWks,PTS_NS_MaOpDv,PTS_NS_Lab,PTS_NS_IDNS,PTS_NS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_Inad_des_Tot,PTS_Tot_Tot
123021706,0,0,0,0,0,9,0,5,0,20,0,3,0,4,0,33,0,17,0,64,0,5,0,4,3,13,0,9,0,33,0,0,0,0,0,8,0,0,0,11,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,16,3,64,0,34,0,138,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,12,4,3,4,0,0,35
123031445,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,10,0,8,0,30,0,0,0,0,0,4,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,16,0,12,0,49,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,13,0,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,0,4,0,4,0,32
123031446,0,0,0,28,5,5,4,4,0,38,0,0,0,6,3,12,3,23,0,45,0,0,0,6,0,4,0,4,0,17,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,34,11,22,9,30,0,114,0,0,5,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,5,0,0,0,0,0,17,0,0,5,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,34,11,0,0,0,0,3,51
123031447,4,4,0,27,0,12,0,14,0,62,4,4,5,23,7,111,15,104,0,271,8,0,0,6,11,18,3,11,0,57,0,0,0,3,0,15,0,5,0,27,3,0,4,3,0,4,0,3,0,12,0,4,4,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,13,14,66,22,163,20,148,0,446,0,0,19,3,0,0,0,6,0,23,0,0,3,3,0,5,0,3,0,17,0,0,5,3,4,3,0,4,0,20,0,0,9,7,3,4,0,0,0,14,0,3,16,3,0,0,0,0,0,31,0,3,14,5,0,0,0,0,0,19,0,0,10,0,0,0,5,4,0,13,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,77,20,6,9,3,12,3,143
123031448,0,0,6,4,0,0,0,8,0,18,4,3,0,10,5,3,0,12,0,34,0,0,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,13,7,8,0,27,0,79,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,0,0,8,0,0,0,0,0,0,11,0,0,3,0,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,9,0,44
124011449,0,0,0,13,0,7,0,9,0,26,0,5,0,5,0,9,0,5,0,25,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,24,3,17,0,15,3,61,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,20
124011450,3,0,0,28,0,15,0,16,0,66,0,12,3,53,9,84,8,60,0,226,0,3,3,8,0,23,0,9,0,52,0,0,6,0,3,10,0,5,0,22,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,10,103,16,130,13,94,0,384,0,0,7,10,0,4,0,0,0,21,0,8,5,6,0,4,0,3,0,25,0,0,4,0,0,0,0,5,0,20,3,0,0,0,0,3,0,3,0,10,0,0,12,6,5,0,0,0,0,26,0,3,7,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,15,48,33,8,5,3,11,0,123
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124011452,3,4,5,65,6,24,3,27,0,134,0,3,4,14,3,54,8,25,0,118,0,4,0,9,3,22,0,9,0,50,0,0,0,4,0,9,0,0,0,15,0,0,0,3,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,9,16,11,94,10,117,10,63,0,348,0,0,6,12,0,4,0,0,0,25,0,0,0,5,0,3,0,4,0,15,0,0,0,4,0,0,5,0,0,11,0,0,0,7,3,0,0,0,0,16,0,0,7,0,0,0,0,0,0,17,0,0,11,0,0,0,0,0,0,18,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,10,32,26,7,14,0,13,3,107
124011453,0,0,0,6,0,0,0,4,0,11,0,4,3,7,11,23,3,15,0,60,0,0,0,0,3,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,21,11,28,3,16,0,89,0,0,8,0,0,0,0,0,0,8,0,4,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,8,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,16,4,3,0,3,0,49
124011454,0,5,0,34,3,5,0,14,0,66,0,5,5,38,6,76,17,49,0,212,4,0,0,17,5,20,0,11,0,67,0,0,0,13,0,7,0,6,0,31,0,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,3,19,22,106,26,119,24,78,3,404,6,0,8,7,0,0,0,3,0,20,0,0,0,4,0,0,0,3,0,17,0,0,0,3,0,7,0,5,0,21,0,0,5,4,0,3,0,0,0,14,0,0,21,4,0,0,0,0,0,29,0,0,13,0,0,0,0,0,0,27,0,0,11,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,60,35,6,11,0,19,0,146
124011455,0,0,0,6,0,3,0,3,0,17,0,0,0,16,0,7,3,5,0,38,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,12,3,6,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,0,0,0,0,0,25
124021456,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,0,0,0,11,0,4,0,7,0,17,0,4,0,12,5,41,4,53,0,113,0,0,0,3,0,15,4,12,0,36,0,0,0,5,0,11,0,7,0,23,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,27,5,68,12,88,0,205,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,6,0,4,0,16,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,12,0,0,5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,0,14,0,8,0,43
124031459,0,0,9,27,4,10,0,10,0,58,0,9,4,21,6,76,8,63,5,182,0,0,0,9,3,23,5,11,0,44,0,0,0,3,0,7,0,8,0,16,0,0,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,18,13,57,20,110,12,84,3,323,0,0,15,0,0,0,0,0,0,27,0,0,0,0,0,0,0,3,0,9,0,0,12,0,0,0,0,0,0,21,0,0,5,0,0,0,0,0,0,12,0,3,23,0,0,0,0,0,0,36,0,0,14,3,0,0,0,0,0,21,0,0,0,4,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,84,10,6,7,0,5,0,124
124031460,0,0,0,11,0,9,0,10,0,30,0,3,0,23,5,89,10,53,0,191,0,0,4,9,0,33,3,20,0,69,0,0,0,6,5,10,0,0,0,20,0,3,0,3,0,5,0,0,0,18,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,16,10,48,10,159,12,88,0,353,0,0,10,3,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,10,0,0,0,3,0,3,0,0,0,10,0,0,0,10,0,3,0,0,0,22,0,3,3,6,0,6,0,0,0,15,0,0,3,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,23,0,13,0,9,0,84
124031461,3,0,10,95,12,59,0,35,9,219,0,10,3,25,10,108,12,73,0,247,0,0,8,9,3,43,9,9,0,75,4,0,0,4,0,16,3,0,0,35,0,0,7,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,12,14,29,139,29,231,24,121,4,603,0,0,22,4,0,0,0,0,0,38,0,0,6,11,3,3,0,5,0,28,4,0,12,4,0,3,0,0,0,19,0,0,9,0,6,4,0,0,0,18,0,0,25,4,3,0,0,0,0,36,0,0,39,0,0,0,0,0,0,37,0,0,11,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,7,119,24,9,22,3,9,0,197
124031462,0,5,9,18,0,10,0,16,0,60,0,21,7,32,26,65,3,44,3,193,0,15,3,35,19,28,4,18,0,111,0,9,0,26,14,11,0,8,0,58,0,7,3,10,4,0,0,0,0,28,0,3,4,8,4,0,0,0,0,13,0,4,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,5,53,19,123,54,116,13,83,5,485,0,0,8,8,0,0,0,0,0,16,0,5,0,8,0,3,0,4,0,23,0,0,6,8,0,0,0,0,0,22,0,7,0,8,3,0,0,0,0,18,0,3,14,10,4,0,0,0,0,37,0,3,11,6,3,0,0,0,0,25,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,5,25,49,44,15,10,0,5,0,154
124031463,8,0,3,14,3,0,0,5,0,38,0,5,0,14,0,11,0,17,0,47,6,0,5,9,3,0,10,4,0,33,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,7,6,11,41,15,16,13,30,4,147,0,0,11,4,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,7,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,8,0,0,6,5,0,0,0,0,0,16,0,0,10,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,42,17,8,6,3,3,0,75
124031464,8,13,20,157,18,279,0,91,3,583,12,38,15,67,45,281,13,156,3,628,7,9,11,50,26,77,5,47,6,237,9,13,4,16,13,35,3,15,0,103,0,10,8,6,4,5,0,0,0,35,0,8,6,8,6,0,0,3,0,28,0,0,0,0,5,0,0,3,0,8,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,4,3,4,5,21,36,83,57,311,115,684,29,312,18,1654,10,0,48,26,5,34,0,7,0,128,0,0,13,8,8,20,0,8,0,53,0,7,11,16,7,14,5,11,0,71,5,0,15,0,7,13,0,3,0,44,3,19,32,11,22,10,3,0,0,103,0,6,24,9,11,3,6,0,0,61,0,0,9,4,0,0,0,0,0,20,0,4,7,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,8,14,40,151,71,68,102,12,42,4,503
124031465,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,5,3,3,0,17,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,9,3,7,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,4,0,0,4,0,0,18
124031707,0,0,0,8,0,4,0,0,0,23,0,11,3,21,4,67,0,45,0,143,0,4,5,6,0,13,0,5,0,36,0,0,0,5,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,5,46,8,86,0,53,6,220,0,0,5,0,0,0,0,0,0,10,0,0,0,4,0,6,0,0,0,10,0,0,4,4,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,12,0,0,4,6,0,0,0,0,0,12,0,0,15,9,0,0,0,0,0,28,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,8,44,27,6,5,0,0,0,95
124031708,0,0,6,0,0,8,0,4,0,11,0,0,0,4,0,23,0,15,0,48,0,0,0,0,4,4,0,0,0,17,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5,6,16,3,40,3,17,3,93,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,0,4,0,24
124041466,0,6,3,30,6,41,0,31,0,106,0,8,12,39,24,148,8,90,0,328,5,3,3,11,11,46,3,18,0,102,0,4,0,9,4,14,0,5,0,41,5,3,0,0,3,3,0,0,0,24,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,16,29,21,93,49,258,17,147,5,630,0,0,4,8,0,0,0,4,0,21,0,5,5,12,4,13,4,5,0,41,0,0,3,7,4,3,0,4,0,26,0,0,0,8,0,8,0,6,0,33,0,8,16,5,9,0,0,0,0,36,5,0,9,3,3,3,0,0,0,23,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,10,10,52,39,27,32,3,20,0,189
124041467,0,0,3,40,8,35,0,15,0,106,0,8,7,24,8,115,0,69,3,233,0,0,0,6,9,34,0,24,0,71,0,4,4,7,6,7,0,8,0,39,0,0,0,3,0,0,0,0,0,7,0,0,6,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,6,17,23,80,34,196,10,120,5,477,0,0,23,9,6,0,0,0,0,42,0,3,3,0,0,4,0,3,3,21,0,7,7,0,0,3,0,6,0,26,0,0,3,8,0,0,0,4,0,7,7,0,19,7,4,0,0,0,0,42,0,5,27,5,4,0,0,0,0,44,0,0,9,4,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,4,6,15,97,39,17,11,3,14,0,210
124041468,0,0,4,4,0,4,0,0,0,13,0,0,3,5,6,4,0,7,0,20,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,9,17,5,6,3,9,0,53,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,8,3,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,43
124051469,0,0,0,0,0,4,3,7,0,13,0,0,0,0,0,34,19,12,4,72,0,0,0,4,4,8,23,23,0,60,0,5,0,0,4,5,6,6,0,28,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,4,0,0,6,11,6,6,3,11,9,57,62,42,7,199,0,0,4,0,0,0,0,0,0,7,0,0,5,0,0,3,0,0,0,8,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,4,0,0,9,0,0,6,0,0,0,3,0,0,13,3,0,6,0,0,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,7,3,0,33,4,8,10,28,7,0,87
124051470,0,0,0,13,0,10,0,10,0,30,0,7,0,16,3,65,0,36,0,125,0,0,0,4,0,29,0,10,0,47,4,0,0,0,0,7,0,0,0,10,0,0,0,3,0,6,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,32,7,109,0,57,0,224,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,4,0,4,0,11,0,0,3,0,0,5,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,11,3,5,0,6,0,43
