POW_SA2_CODE_2021,P_OthSvs_H_0,P_OthSvs_H_1_19,P_OthSvs_H_20_29,P_OthSvs_H_30_34,P_OthSvs_H_35_39,P_OthSvs_H_40_44,P_OthSvs_H_45_49,P_OthSvs_H_50ov,P_OthSvs_H_NS,P_OthSvs_H_Tot,P_IDNS_H_0,P_IDNS_H_1_19,P_IDNS_H_20_29,P_IDNS_H_30_34,P_IDNS_H_35_39,P_IDNS_H_40_44,P_IDNS_H_45_49,P_IDNS_H_50ov,P_IDNS_H_NS,P_IDNS_H_Tot,P_Tot_H_0,P_Tot_H_1_19,P_Tot_H_20_29,P_Tot_H_30_34,P_Tot_H_35_39,P_Tot_H_40_44,P_Tot_H_45_49,P_Tot_H_50ov,P_Tot_H_NS,P_Tot_H_Tot
303011050,15,4,3,3,11,9,0,4,0,46,3,3,3,0,0,3,0,4,8,25,79,207,165,117,210,172,35,94,18,1091
303011051,119,52,55,27,46,21,3,9,0,347,4,28,9,9,17,24,0,7,37,134,1019,1444,819,406,788,515,120,236,69,5431
303021052,14,19,8,5,13,18,0,8,0,89,6,16,7,3,18,13,4,7,19,94,234,627,375,229,499,356,103,239,42,2703
303021053,44,31,20,24,54,48,15,15,5,264,9,27,16,17,53,47,6,23,46,254,499,1125,759,530,1229,1104,368,676,100,6389
303021054,15,8,6,0,9,11,0,6,0,64,4,15,10,3,10,10,3,3,18,75,170,314,282,128,602,405,109,272,31,2315
303021055,59,38,22,11,44,28,6,16,0,223,5,25,24,10,46,43,10,19,52,237,524,971,897,899,1572,1159,309,551,101,6996
303021056,27,25,11,11,17,4,3,10,0,112,6,14,5,6,14,14,4,11,15,70,133,313,263,175,290,301,76,179,29,1755
303021057,11,6,8,5,20,15,0,7,0,74,0,3,3,0,10,15,4,3,15,48,96,197,140,92,194,200,47,113,25,1115
303021058,40,48,50,35,76,90,16,37,0,395,19,37,41,26,95,89,25,50,112,495,1365,1583,1944,1789,3694,3460,799,1731,247,16601
303021059,25,25,19,5,37,54,4,24,3,201,8,19,24,13,34,61,9,22,28,222,322,575,474,295,843,829,266,489,57,4155
303031060,59,47,80,78,386,257,60,68,7,1040,22,38,46,26,116,127,24,54,94,539,548,993,1045,709,3592,2877,711,1244,177,11896
303031061,15,7,4,8,12,22,3,3,3,79,6,19,9,5,12,10,5,0,18,82,223,394,259,139,304,280,70,112,41,1817
303031062,29,28,33,8,110,102,36,45,0,391,21,22,29,10,80,64,15,32,45,329,299,521,499,313,954,1142,282,598,74,4674
303031063,60,46,32,18,61,33,10,18,0,278,11,32,14,8,31,23,5,23,19,160,386,1081,690,426,1071,741,183,423,47,5039
303031064,10,24,22,14,20,17,12,14,0,138,10,20,13,8,34,28,5,12,30,159,179,531,422,255,578,587,161,414,54,3178
303031065,98,60,45,22,60,31,8,7,4,326,23,49,31,10,43,46,12,21,96,341,1312,1893,1378,806,2486,1712,406,718,173,10878
303031066,4,22,3,0,8,8,6,10,0,67,5,13,9,6,8,10,3,0,17,69,107,416,256,158,238,257,72,150,36,1687
303041067,18,48,28,23,96,111,30,44,5,400,18,47,45,26,139,143,33,58,75,584,402,595,692,603,1789,1756,468,857,137,7293
303041068,14,38,24,19,76,71,22,36,9,306,9,19,17,15,37,26,5,13,24,168,183,429,344,234,575,568,162,330,49,2868
303041069,14,12,19,3,12,9,3,0,0,69,7,22,12,5,16,10,0,3,19,89,199,461,263,133,278,227,76,79,36,1757
303041070,25,27,31,18,115,90,31,36,7,376,9,33,25,27,129,97,12,51,62,456,451,858,776,462,2230,1956,519,1028,130,8403
303041071,24,18,7,6,14,3,0,3,0,77,0,12,9,3,0,5,0,5,8,45,99,322,208,111,192,205,58,161,22,1375
303051072,8,6,9,3,6,3,0,0,0,38,4,3,3,3,7,3,0,0,12,41,94,182,170,104,145,163,32,86,29,1007
303051073,25,21,11,4,15,18,0,5,0,111,8,24,18,7,47,30,3,15,47,197,336,873,703,388,963,815,270,613,107,5069
303051074,11,32,13,13,38,44,17,38,6,219,13,40,46,47,202,161,26,54,81,670,388,607,842,823,2239,2266,748,1415,187,9514
303051075,11,7,9,0,8,13,0,9,0,58,8,18,20,12,44,41,15,22,27,195,180,421,376,305,831,517,151,292,53,3126
303051076,66,92,92,66,398,408,133,245,16,1509,101,152,164,114,691,656,177,228,270,2555,1186,1876,1780,1379,6699,6886,2240,4160,465,26668
303061077,0,5,3,0,4,7,0,5,0,28,0,3,3,8,4,5,0,9,8,39,50,181,139,102,145,131,28,79,14,867
303061078,14,13,17,3,11,3,3,8,0,70,8,23,29,9,16,18,0,4,15,123,159,419,359,164,331,267,71,149,32,1963
303061079,14,26,16,4,5,10,0,4,0,83,7,16,10,7,24,17,0,5,42,131,235,538,430,252,486,367,86,185,60,2645
303061080,32,54,46,26,62,37,9,19,0,283,4,18,33,10,30,21,4,9,41,173,313,847,613,343,692,516,117,257,77,3772
304011081,55,26,24,5,25,7,10,8,0,163,8,19,7,0,12,13,6,8,29,99,429,758,494,241,438,336,104,211,54,3059
304011082,26,13,11,4,17,12,3,8,3,89,0,9,6,0,3,3,0,3,11,39,137,261,190,117,177,154,43,115,19,1210
304011083,6,9,4,0,0,3,0,0,0,27,0,3,0,4,0,0,0,4,0,11,21,54,38,27,42,44,15,38,0,279
304011084,29,40,38,23,72,64,19,39,0,321,11,34,23,20,88,70,15,47,37,342,395,663,498,362,956,844,229,569,79,4587
304011085,5,0,4,0,0,6,0,0,0,10,0,4,6,0,4,0,3,0,0,18,19,62,49,26,31,47,10,43,0,292
304021086,9,9,8,8,7,13,0,6,0,62,5,9,5,3,10,3,0,10,7,54,149,367,216,104,187,201,41,134,20,1425
304021087,22,17,16,8,58,28,10,12,0,165,0,12,4,6,8,6,5,4,7,56,208,325,299,228,424,326,69,213,26,2122
304021088,14,5,8,3,5,10,4,4,0,53,5,8,4,3,10,6,0,0,10,49,167,357,226,142,198,190,78,127,17,1501
304021089,3,3,0,5,0,6,0,0,3,21,3,4,3,0,0,6,0,0,3,19,77,139,119,82,131,126,43,104,10,837
304021090,21,18,11,6,16,13,11,6,0,106,3,10,10,3,8,10,0,12,15,68,205,541,355,185,271,322,123,222,31,2246
304021091,4,14,0,5,3,0,3,4,0,30,6,12,0,6,8,13,3,6,3,56,90,225,149,89,252,270,81,169,9,1351
304031092,17,11,8,3,9,3,0,9,4,76,0,14,4,4,12,6,0,12,9,61,173,394,266,133,233,237,69,183,27,1722
304031093,18,10,12,4,15,0,0,3,0,59,0,8,6,0,6,11,5,3,16,49,219,366,255,169,423,362,107,232,37,2182
304031094,77,58,31,32,46,27,11,16,4,306,7,35,18,8,31,45,15,19,47,224,1422,1766,1047,611,1279,1070,317,636,104,8247
304031095,14,19,3,8,8,9,3,16,0,83,4,7,10,6,10,10,3,4,12,60,130,284,209,111,258,275,73,178,24,1543
304031096,49,46,22,17,38,35,10,14,0,223,14,48,24,10,30,17,3,15,52,216,881,1923,1025,429,2636,1886,492,1084,116,10476
304031097,19,19,17,11,21,16,6,12,5,128,7,10,5,0,9,16,0,7,8,59,153,364,262,153,380,310,99,204,17,1934
304041098,15,21,32,9,51,71,27,33,3,256,8,16,8,11,33,39,4,18,38,188,539,592,479,292,1389,2746,763,1227,130,8159
304041099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,12,4,0,0,0,31
304041100,27,10,8,4,3,8,3,5,0,74,0,9,3,4,9,4,0,10,13,42,181,537,318,187,307,198,66,125,21,1931
304041101,49,27,25,9,14,19,3,7,6,146,0,11,9,0,7,3,0,5,20,60,425,721,536,258,493,388,129,211,43,3214
304041102,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,9,20,45,44,51,25,150,142,64,85,5,621
304041103,34,33,18,16,15,9,5,8,0,132,5,13,8,5,12,19,0,10,11,84,250,757,428,251,379,421,127,315,31,2954
304041104,15,10,6,0,7,0,0,3,0,49,3,11,4,0,9,4,0,6,9,44,146,332,255,164,289,270,74,177,23,1739
305011105,247,163,167,90,490,323,97,135,11,1729,230,322,280,198,697,786,160,435,889,4003,9568,7914,10011,6899,42220,38441,10205,19456,1670,146393
305011106,127,80,82,74,255,154,49,64,3,885,52,78,96,34,209,233,46,117,180,1042,2251,2043,2045,1395,6840,7350,1959,3699,335,27914
305011107,14,10,0,0,5,3,0,0,0,36,0,8,0,5,3,8,0,9,0,35,39,139,112,68,101,122,41,76,12,708
305011108,11,16,13,0,15,6,0,4,0,67,3,10,7,3,12,18,0,11,20,91,258,518,382,299,535,464,118,284,43,2905
305011109,65,38,14,12,32,22,7,9,0,200,4,24,16,12,28,34,11,20,30,172,459,764,543,357,709,680,232,454,60,4248
305011110,90,81,74,64,256,143,51,69,8,829,58,82,58,28,164,147,23,74,183,820,2943,2949,3327,2757,7836,7314,1885,3400,362,32771
305011111,45,36,34,35,155,84,30,48,3,456,18,35,36,23,88,104,16,44,70,424,801,1312,1365,1049,2918,2756,741,1499,134,12578
305011112,68,38,45,49,116,57,17,31,5,426,29,48,32,12,56,78,10,35,44,352,664,1203,919,556,1586,1553,421,919,92,7916
305021113,14,7,9,0,0,3,4,0,0,43,0,0,4,0,6,9,0,0,12,30,73,121,106,77,119,154,55,115,15,820
305021114,34,22,15,13,20,17,0,11,3,136,3,17,15,6,19,21,7,14,8,113,227,482,296,212,381,429,137,311,33,2504
305021115,30,38,21,16,47,48,18,27,4,246,16,29,13,8,31,40,14,22,13,191,257,478,318,222,746,869,250,562,49,3741
305021116,23,14,14,4,12,8,0,9,0,90,4,7,9,0,7,8,3,0,8,42,137,200,155,88,155,187,66,150,12,1144
305021117,40,30,23,13,69,62,15,28,0,279,16,45,34,26,129,90,24,53,54,473,450,911,756,434,1532,1453,457,876,93,6961
305021118,16,15,9,9,7,7,5,7,0,81,3,5,5,4,10,3,0,4,5,41,93,198,142,76,153,199,52,127,11,1048
305031119,61,30,38,14,90,85,33,51,4,396,16,22,34,15,46,46,17,30,25,241,417,578,426,270,1010,1087,296,657,59,4812
305031120,16,22,5,5,13,8,5,5,0,72,0,3,4,7,11,14,0,8,5,49,104,229,154,113,248,275,74,164,20,1387
305031121,22,12,16,0,8,15,0,11,0,90,5,5,10,0,9,6,5,14,10,57,179,385,282,148,272,324,108,237,24,1970
305031122,26,20,20,9,24,9,3,3,3,123,3,15,6,9,12,11,5,3,20,81,190,532,374,219,493,386,113,302,40,2659
305031123,10,7,11,3,4,3,0,0,0,45,0,6,3,5,3,7,3,7,7,45,98,209,136,62,114,142,42,104,18,926
305031124,33,14,13,9,15,13,5,13,0,108,3,16,10,3,18,23,5,3,19,101,223,308,279,179,562,479,157,323,41,2544
305031125,22,20,22,14,32,29,4,18,3,161,8,19,19,7,49,48,10,25,25,223,236,339,310,216,801,1025,331,630,47,3940
305031126,24,23,29,17,45,45,17,15,0,217,25,40,34,26,62,80,12,33,111,416,1475,1633,2074,2198,4541,4355,903,1806,198,19190
305031127,17,4,13,3,14,13,6,3,0,72,8,8,7,3,13,8,0,3,5,63,150,425,250,115,274,234,49,122,20,1645
305031128,145,88,87,45,236,233,59,116,0,1011,50,71,71,48,240,253,54,124,144,1053,1469,1729,1735,1268,6312,6803,1831,3337,282,24748
305031129,25,11,6,11,19,9,4,10,0,101,5,9,3,10,3,16,4,4,8,59,113,249,166,108,216,262,58,160,8,1345
305031130,23,22,18,15,21,30,11,27,4,168,6,17,16,4,22,41,18,17,28,162,257,566,410,286,724,759,239,488,48,3783
305031131,32,20,16,14,39,48,10,15,5,196,7,12,10,9,14,20,4,10,24,114,338,546,531,297,926,769,279,435,55,4181
305041132,51,40,19,13,25,27,11,14,0,201,7,26,10,3,10,19,0,5,19,105,375,882,508,320,603,622,179,472,51,4010
305041133,6,15,19,6,35,29,7,20,0,138,7,11,9,6,15,11,3,0,29,93,307,507,608,483,885,634,147,342,53,3965
305041134,13,21,12,9,18,12,4,0,0,97,7,17,8,11,8,15,0,13,8,79,148,383,248,145,222,301,77,228,16,1771
305041135,124,96,86,70,226,146,32,80,9,864,63,83,82,39,171,225,48,87,97,900,1376,1988,1681,1076,4216,4599,1233,2656,202,19013
305041136,28,17,12,19,37,20,4,9,0,143,4,9,8,3,4,14,0,10,7,52,203,345,256,155,335,340,87,201,17,1945
305041137,52,52,32,27,45,22,8,19,6,251,16,32,15,16,36,55,11,21,42,242,746,1180,825,541,2035,1797,465,1083,102,8777
306011138,0,10,0,4,4,3,0,0,0,20,0,5,3,0,4,5,0,0,0,21,21,116,68,67,104,68,24,39,8,511
306011139,4,19,15,10,17,9,3,5,0,84,0,12,3,7,14,16,4,12,12,81,103,510,341,228,332,299,82,209,27,2134
306011140,3,13,7,5,12,21,8,11,0,78,8,7,14,6,20,9,4,13,26,107,201,350,395,266,809,619,212,368,55,3267
306011141,5,12,24,13,11,19,5,12,0,95,0,12,15,0,9,10,0,5,28,87,121,546,481,342,456,382,136,289,49,2807
306011142,11,41,41,30,59,44,10,13,4,245,15,30,15,4,32,15,8,18,37,169,238,1125,688,508,1086,757,248,473,74,5206
306011143,0,9,0,4,8,3,0,0,0,28,0,5,6,3,4,3,7,3,5,33,34,171,118,75,81,116,43,93,10,742
306021144,0,9,9,13,9,10,0,16,0,72,4,7,5,0,4,8,3,0,12,44,52,191,199,157,288,206,61,161,20,1336
306021145,29,111,115,80,258,178,54,102,5,924,27,66,67,42,115,97,28,47,173,661,1266,2824,2845,2469,5861,4424,1093,2153,356,23290
306021146,3,20,18,19,26,26,15,7,0,143,3,17,12,3,13,8,3,11,23,99,94,502,352,229,509,305,107,197,44,2338
306021147,10,21,12,8,34,24,5,7,0,128,6,15,10,5,8,20,3,11,26,100,91,441,299,201,441,404,126,315,55,2378
306021148,3,18,10,8,14,20,4,16,4,100,10,14,3,8,12,20,3,16,25,112,93,356,282,252,469,477,159,494,61,2650
306021149,4,6,0,0,9,5,0,6,0,34,0,13,4,4,0,4,0,3,4,35,30,153,150,118,186,151,23,121,13,949
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,0,16,9,9,16,9,3,10,0,71,0,8,5,4,13,8,0,3,6,48,64,290,188,159,339,214,52,121,27,1456
306021152,11,23,25,19,50,58,17,19,0,225,5,10,13,13,27,15,4,14,29,140,208,538,513,402,1122,819,253,429,79,4366
306021153,3,15,5,3,9,17,0,5,0,55,0,6,0,4,7,4,0,9,10,39,51,298,173,104,172,101,37,72,16,1021
306021154,27,65,75,65,241,245,95,154,9,976,23,75,58,44,171,144,38,106,124,790,560,1168,1152,955,4069,3276,1008,1912,248,14345
306021155,0,0,0,0,3,3,0,0,0,14,0,5,4,0,6,0,0,0,0,20,32,100,87,81,103,84,25,71,9,591
306021156,0,17,10,14,18,9,3,10,0,81,5,4,8,3,8,3,0,8,4,38,79,273,253,171,287,212,67,182,22,1546
306021157,4,19,13,9,20,23,18,20,0,125,6,9,8,6,21,20,7,10,23,104,98,326,297,212,509,477,175,354,39,2488
306031158,5,5,3,3,4,0,0,5,0,31,4,7,0,4,13,5,0,11,12,58,29,166,164,101,200,216,51,283,32,1228
306031159,4,44,25,13,44,36,8,36,8,210,8,24,23,21,29,27,10,22,52,210,161,630,581,442,1010,703,226,489,117,4364
306031160,0,8,0,3,8,13,0,16,0,50,3,22,12,6,28,16,5,18,39,150,66,292,254,189,475,419,148,501,89,2430
306031161,0,17,17,13,34,32,13,16,0,142,15,34,16,23,38,39,12,19,48,247,168,617,518,373,882,791,289,737,113,4482
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,7,18,43,48,49,77,84,14,66,14,414
306041164,3,9,11,11,22,21,8,22,3,100,4,18,11,9,18,23,9,13,34,145,102,406,363,234,406,413,118,356,79,2476
306041165,7,20,22,10,19,14,9,12,0,106,6,26,15,6,17,29,4,10,30,137,175,639,531,364,622,560,145,335,69,3434
306051166,6,39,29,22,48,58,16,20,4,245,13,33,23,20,45,35,7,24,68,260,253,846,682,539,1174,1016,291,683,166,5643
306051167,3,5,0,6,7,9,4,4,0,42,3,11,10,0,15,16,4,9,18,87,63,226,176,123,164,186,72,328,50,1390
306051168,0,8,3,0,0,4,0,4,0,26,5,14,7,9,10,8,0,3,14,65,41,242,180,106,193,149,32,101,30,1077
306051169,0,13,8,0,12,12,4,11,0,64,7,20,7,6,14,13,4,20,18,107,116,439,298,215,295,377,118,447,62,2374
306051170,7,48,29,17,44,60,14,34,3,248,7,28,27,8,40,33,10,9,53,205,221,614,562,439,1157,948,245,623,124,4933
307011171,0,6,6,8,11,9,8,14,3,68,0,8,9,0,17,8,0,25,29,95,70,208,197,133,304,306,106,738,76,2143
307011172,4,16,10,7,15,20,19,34,3,137,23,27,15,10,18,35,14,108,30,272,242,478,393,249,503,744,269,1472,105,4454
307011173,4,16,18,12,28,46,22,36,0,187,13,10,6,4,24,35,17,21,21,149,111,376,332,246,456,573,266,633,60,3057
307011174,0,0,0,0,0,0,0,5,0,12,0,11,5,3,7,10,0,13,22,77,48,192,163,112,181,259,112,579,52,1694
307011175,0,9,4,5,7,13,4,9,0,45,5,7,6,3,9,15,4,51,25,134,173,250,145,164,251,361,158,1237,76,2800
307011176,5,28,12,10,39,38,15,49,0,208,13,27,19,8,41,31,13,69,50,264,271,461,362,265,893,834,271,1016,98,4473
307011177,0,0,0,5,10,7,8,3,0,34,14,13,9,5,15,3,3,46,31,143,184,234,175,143,273,356,126,1253,89,2852
307011178,0,3,3,4,0,0,0,4,0,17,0,6,8,3,4,6,0,13,14,52,50,129,127,85,134,187,61,433,26,1233
307021179,0,14,5,3,6,9,5,7,3,47,7,21,9,3,15,10,4,20,17,107,90,379,278,184,332,358,139,637,50,2449
307021180,0,15,7,6,14,6,9,8,0,61,4,20,14,4,31,26,5,26,35,167,131,403,317,218,1263,957,323,810,92,4520
307021181,0,0,4,0,0,4,3,8,0,21,0,13,5,0,13,9,0,14,14,72,44,193,115,116,225,307,117,465,46,1625
307021182,0,19,11,7,11,18,9,18,0,90,0,15,6,12,15,25,5,13,17,114,80,332,250,187,354,335,144,490,62,2238
307021183,10,62,37,28,65,72,29,64,3,370,24,36,25,13,68,60,22,76,66,384,390,1001,816,570,1421,1354,515,1758,159,7980
307031184,0,5,3,0,10,8,0,7,0,37,0,4,4,0,6,3,7,8,17,60,63,180,155,82,162,231,91,362,41,1373
307031185,0,0,5,3,4,10,7,5,0,33,4,10,7,4,4,6,0,8,9,46,41,165,141,103,147,163,63,333,36,1192
307031186,3,4,8,5,5,14,0,4,0,48,5,18,3,3,9,5,0,18,11,76,50,170,143,70,176,208,82,331,40,1265
307031187,6,23,21,13,28,29,5,30,0,150,9,14,13,4,20,13,3,7,19,103,130,468,390,297,461,356,117,263,51,2546
307031188,0,4,3,4,3,3,3,5,0,26,12,14,8,0,9,14,3,8,16,85,73,277,216,121,265,282,82,354,35,1711
307031189,9,36,28,23,56,76,17,37,4,286,15,30,33,19,54,46,17,45,64,320,314,1108,872,727,1543,1266,402,934,145,7313
308011190,5,9,6,3,17,15,14,47,0,119,15,12,15,6,14,16,3,37,54,185,418,361,352,176,539,784,492,2895,174,6190
308011191,8,11,10,8,24,18,10,30,0,114,7,16,6,12,9,18,16,56,43,190,377,377,302,203,373,690,448,2819,171,5763
308011192,10,54,33,23,51,74,36,85,5,381,7,25,18,6,42,42,5,47,56,249,245,857,712,465,1111,1071,394,1208,134,6193
308031205,8,27,28,20,70,54,14,26,0,252,3,20,15,9,18,21,9,16,35,152,152,626,514,329,875,565,158,353,71,3650
308031206,0,0,0,0,0,0,0,4,0,11,0,0,0,3,3,3,0,12,3,31,9,60,46,31,65,76,30,132,10,456
308031207,4,9,4,0,15,7,0,0,0,39,0,0,0,3,4,3,0,4,4,22,39,170,130,89,123,101,45,80,22,801
308031208,0,9,9,5,10,9,0,8,0,48,3,4,0,3,4,7,0,4,10,41,50,181,166,122,210,174,51,104,23,1073
308031209,0,8,3,0,0,6,4,4,0,30,3,0,0,0,7,6,0,0,9,25,54,93,68,56,346,173,101,167,24,1076
308031210,6,19,18,0,29,23,4,21,7,118,4,13,12,8,17,14,4,17,16,103,138,367,295,189,469,379,131,517,61,2541
308031211,3,4,4,6,7,9,0,4,0,33,0,4,3,0,7,3,0,7,13,40,25,132,83,55,413,151,42,105,23,1029
308031212,0,0,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,4,9,17,23,61,53,52,64,39,19,41,16,370
308031213,3,13,10,3,22,8,5,8,0,66,0,7,3,4,6,17,0,4,14,59,130,423,351,224,693,387,106,216,47,2582
308031214,10,27,16,19,49,47,7,14,3,184,4,6,5,3,20,23,4,7,22,99,179,530,450,294,872,737,190,357,61,3677
308031215,19,38,31,14,107,115,24,62,0,410,3,31,14,12,58,51,17,40,41,257,279,538,476,344,1287,1260,450,967,104,5710
308031216,0,10,6,3,7,10,0,9,0,40,0,5,8,4,6,7,4,7,19,65,81,270,202,164,337,304,89,208,33,1685
308031217,15,47,48,39,141,123,39,59,6,506,6,35,15,18,69,47,11,35,92,328,458,1008,928,677,2654,1875,571,1109,179,9466
308031218,0,4,4,0,5,3,3,4,0,23,0,5,0,3,3,7,0,0,9,26,29,86,61,34,247,126,52,147,20,796
308031219,0,7,8,7,6,0,3,9,0,43,5,8,6,4,11,3,4,13,11,65,41,157,106,79,142,159,63,283,26,1069
308031220,0,6,0,4,0,5,0,8,0,26,9,15,9,4,4,7,0,4,9,56,64,74,86,37,192,229,53,283,26,1044
308031221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,5,24,0,40
308031222,0,18,13,11,31,16,8,13,0,121,8,19,10,3,32,16,3,9,31,123,367,641,730,832,1318,1029,287,536,99,5838
308031223,14,56,41,24,50,45,18,40,8,297,9,37,23,29,42,26,12,32,41,247,263,1198,890,583,1177,920,327,697,117,6167
308041528,0,15,7,0,14,16,11,37,0,103,23,10,10,10,13,27,5,45,49,190,356,421,309,201,512,841,487,2438,175,5736
308041529,5,30,7,10,20,33,13,18,0,144,6,10,7,8,11,13,3,6,21,86,140,374,283,203,444,481,169,481,54,2629
308051530,0,11,6,3,0,7,0,10,0,54,5,22,17,4,9,17,0,14,12,107,60,335,273,150,200,222,77,320,33,1666
308051531,4,18,11,14,15,19,8,0,0,82,0,14,14,10,17,21,18,4,32,124,154,441,359,178,303,469,567,433,63,2965
308051532,3,0,3,4,18,30,17,22,0,97,7,12,9,7,35,34,19,42,23,182,142,104,97,77,437,578,390,846,56,2730
308051533,3,31,14,14,24,27,9,11,0,142,4,6,6,8,26,23,16,28,27,150,195,440,343,234,537,629,338,550,64,3342
308051534,5,37,49,47,102,98,27,47,6,420,4,40,36,23,60,66,27,60,60,371,330,782,796,538,1557,1380,549,1163,123,7221
308051535,0,12,11,3,6,6,3,14,0,60,11,15,14,14,15,36,15,72,33,228,184,346,299,168,516,729,432,1251,95,4018
308051536,4,19,9,3,12,4,0,6,0,56,0,0,0,0,0,0,0,4,5,22,38,207,125,64,121,98,21,57,10,752
308051537,0,0,0,0,4,0,0,0,0,9,4,0,0,0,7,6,0,7,0,24,17,14,10,13,54,75,47,134,0,362
308051538,0,13,12,3,5,4,0,9,0,56,0,4,0,5,15,7,5,11,5,55,32,103,101,73,150,162,74,168,20,878
308051539,0,10,0,12,14,3,7,7,0,64,9,7,0,8,16,17,6,22,29,114,154,594,479,335,459,461,161,312,46,3003
309011224,65,36,41,27,31,21,3,12,4,240,16,31,22,5,16,11,3,16,46,164,891,1076,657,328,715,406,96,221,87,4469
309011225,101,117,82,59,159,180,32,83,11,817,44,101,109,90,216,260,51,98,131,1091,908,1816,1549,1080,2860,2930,772,1624,238,13783
309011226,40,29,22,14,25,21,4,12,0,164,8,28,16,9,23,26,6,17,33,172,375,922,675,451,809,651,172,377,68,4517
309011227,107,60,44,27,52,51,10,25,0,378,26,50,42,23,46,53,10,27,89,359,1349,1582,1308,893,1963,1868,486,890,212,10548
309011228,36,18,23,12,14,14,9,14,0,145,10,22,18,11,26,21,4,4,20,132,258,616,460,270,432,459,102,263,49,2912
309011229,35,27,18,5,30,38,5,27,0,197,14,27,22,14,33,24,0,14,23,172,291,596,412,237,578,509,130,303,47,3120
309021230,51,14,20,21,18,11,0,10,0,157,10,22,22,5,23,18,0,9,24,134,456,705,538,322,606,475,119,302,67,3591
309021231,36,44,26,21,21,25,0,6,3,182,18,31,26,11,29,32,8,24,66,246,717,1143,1057,783,1283,1127,249,582,130,7076
309021232,21,34,23,11,33,31,13,11,3,175,9,33,27,27,54,49,14,20,25,276,201,498,395,307,651,707,228,470,57,3502
309021233,22,18,14,11,13,9,0,10,0,101,3,22,14,0,19,13,3,10,22,110,231,682,461,230,426,351,94,202,58,2734
309021234,51,34,25,9,30,21,3,8,6,185,6,33,29,15,23,31,0,17,36,183,357,794,622,400,597,687,170,448,84,4152
309031235,15,22,37,21,74,90,28,57,0,347,17,48,54,23,136,125,39,53,49,541,325,686,692,442,1526,1392,460,814,98,6435
309031236,24,33,24,10,28,40,9,23,0,186,19,32,26,27,52,40,3,25,47,276,599,778,601,367,944,554,142,301,71,4362
309031237,9,20,8,7,14,7,0,0,0,71,5,5,11,7,21,24,9,12,15,100,93,231,213,144,317,299,82,201,28,1616
309031238,31,28,21,17,20,24,12,10,3,158,5,23,17,9,20,26,4,12,24,146,250,639,522,356,581,470,125,252,59,3257
309031239,27,6,6,6,11,14,0,4,0,77,8,25,15,10,21,14,4,14,27,124,140,369,246,132,230,357,107,245,42,1862
309031240,22,23,19,11,21,10,7,4,0,119,5,20,11,6,17,26,6,14,29,140,283,678,502,284,471,358,94,208,59,2932
309041241,14,12,4,4,3,3,3,5,0,41,0,17,7,7,10,8,0,4,17,74,70,204,115,81,158,182,34,119,18,988
309041242,31,23,14,14,29,30,9,15,0,165,20,45,27,17,27,22,8,15,39,220,497,886,563,354,593,720,204,560,86,4477
309051243,11,7,5,6,7,11,9,8,0,52,11,25,17,5,12,12,4,5,13,107,116,335,282,182,247,319,79,209,30,1802
309051244,56,44,40,26,43,35,9,15,7,271,16,24,24,18,37,25,5,21,29,195,334,872,678,444,721,684,185,478,68,4473
309051245,9,11,15,4,12,11,0,4,0,68,0,11,9,0,17,22,0,9,14,76,92,286,236,137,310,306,82,194,26,1676
309061246,23,24,21,14,28,37,11,22,0,178,16,29,31,10,52,48,5,27,44,267,396,763,570,422,1028,1102,275,621,100,5273
309061247,16,7,17,4,8,8,0,7,0,69,6,6,3,0,6,7,4,0,23,64,113,384,270,158,239,188,51,116,40,1555
309061248,86,63,45,27,118,143,47,81,15,628,22,68,56,37,109,114,22,39,80,553,611,1185,1072,767,2329,1991,572,1059,188,9786
309061249,26,17,11,10,9,12,5,0,3,92,0,16,10,8,22,22,0,9,28,120,148,544,400,276,508,480,136,319,52,2853
309061250,21,12,10,3,4,5,7,9,0,76,5,23,9,8,23,14,3,5,16,103,111,271,240,135,228,237,46,174,24,1478
309071251,46,49,25,21,52,40,13,20,5,270,23,48,39,27,83,132,21,56,61,504,718,1111,901,566,1372,1621,481,879,139,7794
309071252,114,73,51,28,82,60,20,38,6,465,26,39,45,33,101,90,16,62,77,491,800,1416,1099,628,1606,1325,370,996,150,8391
309071253,48,38,34,12,25,26,0,10,4,203,17,23,31,11,37,44,12,30,32,235,390,760,641,395,875,778,211,499,87,4640
309071254,7,5,8,4,9,10,6,13,0,57,3,9,11,6,21,22,11,21,10,108,100,209,155,93,221,306,119,331,23,1562
309071256,54,37,21,15,26,24,7,18,0,193,21,20,19,7,28,30,4,31,29,188,958,1054,650,388,774,603,164,738,98,5430
