merchant_abn,consumer_fraud,average_monthly_transactions,Median_age_persons,Median_mortgage_repay_monthly,Median_rent_weekly,Median_tot_hhd_inc_weekly,name,category_label,merchant_fraud,cwgr,bnpl_revenue
11304124014.0,0.0,8.4,18.97945205479452,1611.0616438356165,304.67123287671234,1626.9246575342465,Nostra Per Inceptos Ltd,Retail Goods,0,0.0028245752523881,1318.0642235048049
11355018654.0,0.0,128.57142857142858,18.09942041908159,1559.3223361569326,299.55238519839503,1625.9402585822559,Interdum Inc.,Retail Goods,0,0.0236192670976069,1510.195266416143
11411018019.0,0.0,0.5555555555555556,15.222222222222221,1838.2222222222222,355.55555555555554,1802.888888888889,Ipsum Sodales Industries,Retail Goods,0,-0.0214324547276806,4619.15740469432
11422053652.0,0.0,56.57142857142857,18.75,1531.726530612245,296.8285714285714,1599.2428571428572,Aptent Taciti Consulting,Retail Goods,0,0.0262516642761005,790.1050709600726
11422618712.0,0.0,56.142857142857146,18.23363544813696,1584.3554884189325,302.42900302114805,1588.1510574018127,Praesent Luctus Inc.,"Media and Technology, Furniture and Home Furnishing",0,0.0494131484500217,282.6474048605095
11437621158.0,0.0,116.47619047619048,18.282217782217785,1541.514985014985,298.7847152847153,1598.7242757242757,Nam Foundation,Automotives,0,0.0246062582750989,1126.7944154215152
11439466003.0,0.0,1423.2380952380952,18.40685663759495,1563.6870302640568,300.3204453197219,1606.1179614967243,Blandit At LLC,Retail Goods,0,0.024241269826547,933.2767851629297
11452293720.0,0.0,19.85,19.289940828402365,1538.3994082840236,290.12721893491124,1569.2633136094676,Sed Neque Sed Inc.,Media and Technology,0,0.0107174539713177,464.4907494800878
11470993597.0,63.37734364737916,20.428571428571427,18.322857142857146,1569.9085714285713,299.4714285714286,1607.702857142857,Sed Associates,Retail Goods,1,0.0521299574470961,80.2381812502742
11563852275.0,0.0,96.76190476190476,18.47653429602888,1551.4981949458484,300.5294825511432,1597.2876052948254,Proin Vel Incorporated,"Retail Goods, Furniture and Home Furnishing",0,0.0280142151471955,456.0879693862155
11566786699.0,0.0,2124.4761904761904,18.421251002405775,1560.0162523389467,300.9965784549586,1607.632558139535,Euismod Et Institute,Services,0,0.0232553728583684,79.51041507115093
11588046517.0,0.0,68.5,18.49197860962567,1550.0374331550802,299.27094474153296,1616.2388591800357,Dolor Industries,Furniture and Home Furnishing,0,0.0105610664174222,2226.9055309030036
11590404675.0,29.607818240092094,2.55,18.37777777777778,1675.6444444444444,317.73333333333335,1726.6888888888889,Arcu Sed PC,Retail Goods,1,-0.012031151450339,61058.24643663713
11633090957.0,0.0,15.857142857142858,18.954703832752614,1572.8397212543555,307.77351916376307,1596.1777003484322,Cum Sociis Incorporated,Furniture and Home Furnishing,0,0.0034030083009328,611.5738041883078
11700214701.0,0.0,75.0,18.239162929745888,1587.7877428998506,307.7742899850523,1614.2556053811659,Vitae Aliquam Incorporated,Furniture and Home Furnishing,0,0.0228826759221798,4265.953831226036
11766327188.0,0.0,23.2,18.45897435897436,1610.148717948718,308.04102564102567,1631.9205128205128,Ante Maecenas Mi Incorporated,Retail Goods,0,-0.0005698793075238,198.6763448208787
11788487195.0,0.0,10.3,18.875,1494.029761904762,285.8392857142857,1576.6130952380952,Id Magna LLP,Retail Goods,0,0.020786692461179,3849.1696953911173
11791943985.0,0.0,66.0,18.516129032258064,1541.3661726242372,293.8927637314734,1597.799476896251,Nulla Magna Incorporated,Retail Goods,0,0.0284841676504647,740.9669011622805
11800043583.0,0.0,0.631578947368421,22.545454545454547,1409.090909090909,294.3636363636364,1275.8181818181818,Morbi Vehicula Inc.,Retail Goods,0,-0.0053689735520917,30222.63806978081
11802512399.0,0.0,38.714285714285715,18.349470499243573,1583.945537065053,300.9667170953101,1586.1830559757943,At Egestas A Corp.,Retail Goods,0,0.0254483450067051,7581.425588209452
11841065357.0,0.0,300.42857142857144,18.509035571618796,1553.8506752900894,298.6060490774206,1593.5141715807495,Eu Tellus Industries,Automotives,0,0.0249803788140219,558.5633177142878
11848576000.0,0.0,4.95,18.895348837209305,1614.0813953488373,303.0,1672.2441860465117,Aenean Eget Corporation,Retail Goods,0,0.0063556647071056,3232.3733840859786
11895748930.0,0.0,36.285714285714285,18.706336939721794,1578.805255023184,304.97990726429674,1605.5069551777435,Gravida Inc.,Furniture and Home Furnishing,0,0.0126722644435708,6340.9150494085425
11944993446.0,0.0,526.1428571428571,18.34512698068157,1544.2763186455395,297.84046016930756,1591.3935315823746,Tincidunt Dui Corp.,Retail Goods,0,0.0282484867416823,479.76163199844893
11961681734.0,0.0,31.619047619047624,18.5140350877193,1527.9543859649123,298.0210526315789,1606.659649122807,Dui Cras Pellentesque Company,Furniture and Home Furnishing,0,0.0175371011935268,1857.2306896134276
11974270529.0,0.0,26.899999999999995,18.64692482915718,1563.5831435079726,305.33940774487473,1589.75854214123,Dui Fusce Corp.,Furniture and Home Furnishing,0,0.0200959722653175,9691.16853461064
11975295389.0,0.0,0.8888888888888887,19.92857142857143,1726.0714285714287,355.7857142857143,1640.857142857143,Tortor Corp.,Retail Goods,0,-0.0139868615234912,4956.917794178094
11981237946.0,0.0,21.85,18.765840220385677,1486.5840220385676,291.10468319559226,1572.831955922865,Sed Molestie Sed Institute,"Retail Goods, Media and Technology",0,0.002018169992185,666.3976687546285
12014115545.0,0.0,123.80952380952381,18.269863013698632,1552.6785388127853,299.43013698630136,1609.8821917808218,In Lobortis Company,Retail Goods,0,0.0262000957454922,559.4104374251954
12031655138.0,0.0,9.9,18.47741935483871,1493.7354838709678,287.0,1626.2774193548387,Tincidunt Aliquam Arcu Corp.,Retail Goods,0,0.0162316354183149,589.7440268203187
12034469787.0,0.0,254.2857142857143,18.469341749323718,1546.9443192064923,297.8212353471596,1595.5800270513976,Pede Suspendisse Corp.,Retail Goods,0,0.0381557517502135,429.0338724429267
12037481016.0,0.0,4.2105263157894735,17.41428571428571,1513.7428571428572,294.3,1575.9142857142858,Consequat LLP,Services,0,-0.0090801033880579,2198.2329842765125
12042198256.0,0.0,81.85714285714286,18.44738675958188,1539.2550522648085,295.16933797909405,1603.9588850174216,Donec Nibh LLP,Media and Technology,0,0.0225615162235472,1343.3259008518683
12103450178.0,0.0,1.894736842105263,17.354838709677416,1599.0645161290322,295.0967741935484,1679.9354838709678,Tincidunt Tempus Incorporated,Furniture and Home Furnishing,0,-0.0034171013841016,3473.31018612124
12133839110.0,0.0,1.952380952380952,19.75,1543.0,304.05555555555554,1579.361111111111,Et Eros Limited,Furniture and Home Furnishing,0,-0.0160996056287116,7099.614531510317
12161076724.0,0.0,1.85,17.827586206896555,1659.7931034482758,335.7931034482759,1727.8620689655172,Eu Ultrices Ltd,Media and Technology,0,0.0085314163005234,7260.429687680419
12171241826.0,0.0,8.0,18.913385826771652,1543.7795275590552,301.5748031496063,1650.708661417323,Interdum Sed Foundation,"Media and Technology, Furniture and Home Furnishing",0,0.0069828941586236,889.822648161744
12173100693.0,0.0,570.0952380952381,18.42871465811109,1556.4652095448166,300.2122518548225,1602.0043112091437,Quam Quis Diam Foundation,Retail Goods,0,0.0270465319659518,412.64221362588256
12182018430.0,0.0,0.42105263157894735,23.833333333333336,1252.3333333333333,247.5,1139.1666666666667,Integer In Ltd,Media and Technology,0,-0.0095136175474324,6483.303459093617
12183270048.0,0.0,26.55,18.446952595936793,1552.428893905192,305.2076749435666,1625.0474040632055,Risus Consulting,Media and Technology,0,0.0235427467287647,186.54036804206484
12185659961.0,0.0,6.5,18.455357142857146,1515.875,289.5,1546.2410714285713,Aliquam Ornare Libero LLP,Retail Goods,0,0.0045021291053424,1552.9876652077824
12208064492.0,0.0,9.9,19.23809523809524,1497.5833333333333,289.1488095238095,1550.9166666666667,Nullam Ut Industries,Retail Goods,0,-0.0107672640438999,7638.3643437527335
12219088747.0,0.0,16.5,19.38214285714286,1496.725,286.50714285714287,1591.9892857142856,Velit Corp.,Retail Goods,0,-0.0005530982220904,348.67148768814536
12240378188.0,0.0,0.55,18.909090909090907,1559.6363636363637,303.45454545454544,1694.0,Ut Ipsum Corp.,Retail Goods,0,0.0120109957196004,42076.532564329806
12296390138.0,0.0,9.8,18.23837209302326,1568.7732558139535,296.77906976744185,1597.3255813953488,Montes Nascetur Ridiculus Industries,"Retail Goods, Furniture and Home Furnishing",0,0.0022002972637522,470.9768512501496
12353567572.0,0.0,4.95,16.81707317073171,1633.5365853658536,318.6829268292683,1698.0,Quam Curabitur Company,Media and Technology,0,0.0037320582184026,368.95
12374632228.0,0.0,3.6,20.728813559322035,1477.6610169491526,279.9491525423729,1493.593220338983,Posuere Enim Incorporated,Retail Goods,0,-0.0006962505454644,4246.178592942548
12380299397.0,0.0,13.400000000000002,18.88073394495413,1507.0504587155963,294.6330275229358,1552.2339449541284,Neque Morbi Foundation,Services,0,-0.007348667587339,2296.987362997494
12395011633.0,0.0,25.75,18.314553990610328,1595.4906103286385,311.3779342723005,1632.3474178403756,Luctus Sit Corporation,Retail Goods,0,-0.001717909017199,428.92294706486734
12404803031.0,0.0,2.95,16.1,1500.78,300.38,1574.2,Porttitor Scelerisque Neque Limited,Retail Goods,0,-0.0019791172147705,3285.824565144985
12426913844.0,0.0,51.19047619047619,18.332960893854747,1554.059217877095,301.3463687150838,1620.43687150838,Diam Proin Industries,Retail Goods,0,0.0176040678835125,265.9774254559576
12434006854.0,0.0,69.33333333333333,18.489326765188835,1581.528735632184,302.11658456486043,1622.9532019704434,Feugiat Non Associates,Retail Goods,0,0.0287387877824767,2862.387180932962
12438697459.0,0.0,275.2857142857143,18.525473071324598,1559.5599916822625,301.12830110210024,1596.7011852776045,At Arcu Industries,Retail Goods,0,0.0275622074560408,517.2187985530502
12476477880.0,0.0,3.8571428571428577,18.666666666666664,1517.8695652173913,299.81159420289856,1526.2463768115942,Egestas A Scelerisque Limited,"Retail Goods, Furniture and Home Furnishing",0,-0.0055382845780054,973.573575115252
12483082042.0,0.0,185.71428571428572,18.51778179626281,1565.9810126582279,300.4373116335142,1597.8538276069921,Sed PC,Services,0,0.0175681515168688,457.7524942612186
12497320096.0,0.0,3.761904761904762,17.825396825396822,1450.5396825396826,289.6666666666667,1519.5396825396826,Velit Quisque LLP,Retail Goods,0,-0.0020565726427037,965.6888160628347
12513701055.0,0.0,26.285714285714285,17.939524838012957,1586.7624190064794,306.56155507559396,1664.8142548596113,Et Lacinia Industries,"Retail Goods, Furniture and Home Furnishing",0,0.0259782502685552,1435.5640396883557
12516851436.0,0.0,10.5,18.268156424581008,1623.7597765363128,309.54748603351953,1662.558659217877,Mollis Corp.,Retail Goods,0,0.0136890608651984,1036.4909578433276
12543580354.0,0.0,248.66666666666663,18.464359385743755,1545.4801741920696,297.51501260600503,1591.1448544579418,Ut Aliquam Corp.,Retail Goods,0,0.0276049392488242,940.1413779782938
12578813079.0,0.0,8.619047619047619,18.58385093167702,1531.6149068322982,295.32919254658384,1557.857142857143,Eros Corporation,Media and Technology,0,0.0020466402046994,749.0803450833396
12710873213.0,0.0,2.15,18.135135135135137,1507.8648648648648,288.3243243243243,1521.1351351351352,Maecenas Mi Felis Limited,Furniture and Home Furnishing,0,0.0169103057230388,2261.765235022078
12711807314.0,0.0,2.05,18.65714285714286,1539.2571428571428,272.25714285714287,1507.0285714285715,Senectus Foundation,Furniture and Home Furnishing,0,-0.0143397776680364,546.3557074877331
12741443840.0,0.0,22.699999999999996,18.091863517060368,1494.763779527559,285.18372703412075,1610.6535433070867,Tincidunt Aliquam Limited,Furniture and Home Furnishing,0,0.0254408733502327,16995.72359639722
12771097467.0,0.0,63.80952380952381,18.453712190650776,1551.0687442713108,295.2218148487626,1605.8423464711275,At Pretium Corp.,Automotives,0,0.0222850848749907,25716.85986913494
12840456630.0,0.0,3.45,17.338709677419352,1512.8387096774193,295.96774193548384,1616.274193548387,Purus Inc.,"Retail Goods, Furniture and Home Furnishing",0,-0.006782634713759,1769.2289087492065
12847992240.0,0.0,2.9,17.5,1737.16,335.18,1722.98,Nec Enim Company,Media and Technology,0,-0.0243742107912099,1644.790461727927
12870663624.0,0.0,651.6666666666666,18.526652078774617,1559.1746170678337,299.59956236323853,1598.44,Vestibulum Ut Eros Corporation,Retail Goods,0,0.0312275019217163,618.6288837782846
12888399565.0,0.0,27.61904761904762,18.1336032388664,1549.9392712550607,297.6437246963563,1580.8643724696356,In Molestie Limited,Retail Goods,0,0.0352474404705196,4047.3358019683697
12899341959.0,0.0,34.8,19.04761904761905,1556.162257495591,295.98059964726633,1575.7283950617284,Consectetuer Euismod Inc.,Retail Goods,0,0.0085082988789659,2985.6722302663197
12927607277.0,0.0,14.1,18.255319148936174,1593.6212765957446,303.4808510638298,1597.0127659574468,Amet Orci Industries,Furniture and Home Furnishing,0,0.0245170906467178,731.2832620650012
12959550150.0,0.0,68.57142857142857,18.715004191114836,1552.151718357083,299.9279128248114,1600.523051131601,Nunc Risus Company,"Retail Goods, Furniture and Home Furnishing",0,0.0227411055648958,1144.9765863179357
12983555508.0,0.0,0.42857142857142855,16.6,2022.0,376.0,2002.8,Nibh Lacinia Foundation,Retail Goods,0,-0.0065889089592775,47088.4687981832
13041890826.0,0.0,83.0,18.32164948453608,1535.506529209622,294.75670103092784,1600.6515463917526,Sit Amet Ltd,Retail Goods,0,0.0383633604028357,312.8816478160103
13061606045.0,0.0,2.4,18.837209302325583,1656.2790697674418,313.86046511627904,1612.9767441860465,Risus Limited,Services,0,0.0047496441365268,1825.4773779627285
13066244467.0,0.0,2.75,17.139534883720927,1602.6976744186047,299.83720930232556,1699.1860465116279,Ac Orci Industries,Retail Goods,0,-0.0080019095093621,4021.1862450287163
13067850740.0,0.0,1.6,17.136363636363633,1586.909090909091,309.54545454545456,1692.1363636363637,Felis Eget Industries,Furniture and Home Furnishing,0,0.0005427329956131,8599.322077639517
13086571368.0,0.0,30.238095238095237,18.18888888888889,1608.8407407407408,307.9555555555556,1657.6462962962962,Enim Diam Vel Industries,Media and Technology,0,0.0264006425372629,371.8226680460245
13093581573.0,0.0,313.1904761904762,18.336242953264232,1548.8596108383342,297.7965084560829,1599.9809056192034,Dis Parturient Corporation,Retail Goods,0,0.0185172558764854,26.94841735838699
13103397121.0,0.0,14.65,18.5650406504065,1529.4430894308944,294.4959349593496,1573.0772357723577,Litora Torquent Limited,Retail Goods,0,0.0058611664847321,294.3756094995258
13106608471.0,0.0,2.45,20.46341463414634,1430.3170731707316,295.7317073170732,1492.3902439024391,Sem Vitae PC,Furniture and Home Furnishing,0,-0.0054527756853186,3423.3074100648996
13108046922.0,0.0,6.549999999999999,16.942307692307693,1643.7788461538462,318.49038461538464,1728.75,Luctus Limited,"Retail Goods, Furniture and Home Furnishing",0,0.004390147920424,827.3596441737932
13118172970.0,0.0,532.9047619047619,18.378503167615165,1552.52131429185,299.4448620208311,1608.423171910233,Placerat Cras Incorporated,Retail Goods,0,0.0257040138302955,498.85456872207
13120157976.0,0.0,28.38095238095238,18.00996015936255,1587.0059760956176,308.1613545816733,1627.410358565737,Sem Egestas Blandit Limited,Retail Goods,0,0.0127324550299623,1404.6661185403616
13136513766.0,0.0,53.04761904761905,18.30215053763441,1570.452688172043,306.3505376344086,1609.178494623656,Pede Nec Incorporated,"Retail Goods, Media and Technology",0,0.0186124638580504,167.93378362740452
13159730941.0,0.0,6.7,16.729729729729726,1671.8468468468468,319.43243243243245,1647.4324324324325,Metus LLC,Services,0,0.0222140387200289,1643.2520126163656
13248824465.0,0.0,7.45,18.433070866141733,1501.5039370078741,294.3937007874016,1558.283464566929,Convallis Erat Limited,Furniture and Home Furnishing,0,0.0062218051855005,12982.093460523229
13255205539.0,0.0,98.33333333333333,18.339502602660495,1544.543088490457,300.4065934065934,1590.8999421631001,In Aliquet Inc.,Retail Goods,0,0.0294091282737127,2616.021340562828
13272374672.0,0.0,29.0,18.38008130081301,1595.7621951219512,300.8861788617886,1598.8902439024391,Leo In Incorporated,"Retail Goods, Media and Technology",0,0.0157485756982265,337.019360749201
13285958344.0,0.0,1050.4285714285713,18.3765874308043,1557.1738847281015,299.17030283295344,1607.4741669380223,Purus Gravida Sagittis Inc.,Retail Goods,0,0.0257885150264598,206.9855248773014
13290952071.0,0.0,19.142857142857142,18.262390670553934,1566.338192419825,304.5072886297376,1627.8250728862974,Eget Foundation,Services,0,0.0193828820497028,561.0870632319304
13297955415.0,0.0,7.15,20.065573770491802,1443.9344262295083,281.844262295082,1544.4918032786886,Adipiscing Mauris Associates,"Retail Goods, Furniture and Home Furnishing",0,0.0010585980228259,2134.5768865430173
13376463476.0,0.0,46.76190476190475,18.381642512077292,1566.747584541063,302.45893719806764,1615.2826086956522,Sed Sem Egestas Institute,"Retail Goods, Media and Technology",0,0.0361376626935712,229.24225889098955
